Player Name,Nationality,Position,League,Age,Matches,Starts,Minutes,Goals,Assists,Penalty_made,Penalty_attempted
Iñigo Lekue,ESP,DF,La Liga,31,26,21,1912,0,2,0,0
Iñigo Martínez,ESP,DF,La Liga,33,18,11,1116,0,0,0,0
Iñigo Ruiz de Galarreta,ESP,MF,La Liga,30,27,23,1927,1,1,0,0
Jack Cork,ENG,MF,Premier League,34,3,0,19,0,0,0,0
Jack Grealish,ENG,"FW,MF",Premier League,28,20,10,1009,3,1,0,0
Jack Harrison,ENG,"MF,FW",Premier League,27,29,25,2214,3,3,0,0
Jack Hinshelwood,ENG,DF,Premier League,19,12,8,869,3,0,0,0
Jack Robinson,ENG,DF,Premier League,30,33,30,2795,1,1,0,0
Jackson Tchatchoua,CMR,DF,Serie A,22,24,17,1545,0,2,0,0
Jacob Brown,SCO,"MF,FW",Premier League,26,19,12,1019,2,0,0,0
Jacob Bruun Larsen,DEN,"MF,FW",Premier League,25,31,15,1204,6,0,1,1
Jacob Christensen,DEN,MF,Bundesliga,22,7,2,219,0,0,0,0
Jacob Murphy,ENG,"FW,DF",Premier League,29,20,13,1122,2,7,0,0
Jacob Ramsey,ENG,"FW,MF",Premier League,22,16,8,853,1,1,0,0
Jacopo Fazzini,ITA,MF,Serie A,21,29,14,1164,1,1,0,0
Jaden Philogene Bidace,ENG,FW,Premier League,22,1,0,4,0,0,0,0
Jadon Sancho,ENG,"FW,MF",Bundesliga,24,143,110,1026,20,20,00,00
Jaidon Anthony,ENG,FW,Premier League,24,3,2,152,0,0,0,0
Jailson Siqueira,BRA,"DF,MF",La Liga,28,13,8,807,0,1,0,0
Jaime Báez,URU,"FW,MF",Serie A,29,10,6,499,1,0,0,0
Jaime Mata,ESP,"FW,MF",La Liga,35,34,21,1697,5,1,0,0
Jaka Bijol,SVN,DF,Serie A,25,22,21,1904,0,0,0,0
Jake O'Brien,IRL,DF,Ligue 1,23,26,26,2279,4,2,0,0
Jakub Jankto,CZE,"MF,FW",Serie A,28,18,13,872,1,2,0,0
Jakub Kamiński,POL,"FW,MF",Bundesliga,21,17,4,473,0,2,0,0
Jakub Kiwior,POL,DF,Premier League,24,20,11,946,1,3,0,0
Jakub Moder,POL,MF,Premier League,25,16,5,528,0,0,0,0
Jamaal Lascelles,ENG,DF,Premier League,30,16,13,1080,1,0,0,0
Jamal Musiala,GER,"MF,FW",Bundesliga,21,24,20,1755,10,5,0,0
James Garner,ENG,MF,Premier League,23,36,33,2914,1,2,0,0
James Hill,ENG,DF,Premier League,22,5,1,76,0,0,0,0
James Maddison,ENG,MF,Premier League,27,27,25,2048,4,8,0,0
James McConnell,ENG,MF,Premier League,19,3,0,4,0,0,0,0
James Mcatee,ENG,"MF,FW",Premier League,21,301,200,1823,30,30,10,10
James Milner,ENG,"DF,MF",Premier League,38,15,11,773,0,2,0,0
James Tarkowski,ENG,DF,Premier League,31,37,37,3329,1,1,0,0
James Tomkins,ENG,DF,Premier League,35,3,0,6,0,0,0,0
James Trafford,ENG,GK,Premier League,21,28,28,2520,0,0,0,0
James Ward-Prowse,ENG,MF,Premier League,29,36,33,2911,7,7,2,2
Jamie Bynoe-Gittens,ENG,"FW,MF",Bundesliga,19,25,14,1058,1,4,0,0
Jamie Donley,ENG,FW,Premier League,19,3,0,3,0,0,0,0
Jamie Leweling,GER,"FW,MF",Bundesliga,23,34,17,1523,4,4,0,0
Jan Oblak,SVN,GK,La Liga,31,36,36,3240,0,0,0,0
Jan Paul van Hecke,NED,DF,Premier League,23,28,26,2369,0,0,0,0
Jan Schöppner,GER,MF,Bundesliga,24,26,23,1998,2,2,0,0
Jan Thielmann,GER,"FW,DF",Bundesliga,21,22,20,1579,1,0,0,0
Jan-Carlo Simic,SRB,DF,Serie A,19,4,0,146,1,0,0,0
Jan-Niklas Beste,GER,"FW,MF",Bundesliga,25,31,31,2603,8,11,0,1
Janik Haberer,GER,"MF,DF",Bundesliga,30,21,14,1221,1,1,0,0
Janis Blaswich,GER,GK,Bundesliga,33,21,21,1890,0,0,0,0
Jannik Müller,GER,"DF,MF",Bundesliga,30,16,12,1134,0,0,0,0
Jaouen Hadjam,ALG,DF,Ligue 1,21,8,0,112,0,0,0,0
Jarell Quansah,ENG,DF,Premier League,21,16,12,1100,1,0,0,0
Jarrad Branthwaite,ENG,DF,Premier League,21,34,34,3026,3,0,0,0
Jarrod Bowen,ENG,FW,Premier League,27,34,34,3019,16,6,0,0
Jason Steele,ENG,GK,Premier League,33,16,16,1440,0,0,0,0
Jastin García,ESP,"FW,MF",La Liga,20,2,0,15,0,0,0,0
Jaume Costa,ESP,DF,La Liga,36,28,17,1517,0,1,0,0
Jaume Doménech,ESP,GK,La Liga,33,2,1,79,0,0,0,0
Javi Galán,ESP,DF,La Liga,29,135,120,1073,00,10,00,00
Javi Hernández,ESP,DF,La Liga,26,28,26,2334,1,2,0,0
Javi López,ESP,DF,La Liga,22,31,24,2310,1,3,0,0
Javier Guerra,ESP,MF,La Liga,21,34,27,2386,4,1,0,0
Javier Llabrés,ESP,"MF,FW",La Liga,21,15,0,178,1,0,0,0
Javier Manquillo,ESP,"DF,MF",La Liga,30,11,9,654,0,1,0,0
Javier Muñoz,ESP,MF,La Liga,29,35,28,2460,2,3,0,0
Jay Rodriguez,ENG,FW,Premier League,34,20,7,806,2,1,1,1
Jayden Bogle,ENG,DF,Premier League,23,33,31,2698,3,0,0,0
Jayden Danns,ENG,FW,Premier League,18,2,0,9,0,0,0,0
Jaïro Riedewald,NED,"MF,FW",Premier League,27,8,2,231,0,0,0,0
Jean Frederic N'Guessan,CIV,"MF,FW",Ligue 1,21,6,1,110,0,0,0,0
Jean Mattéo Bahoya,FRA,"MF,FW",Bundesliga,19,8,1,177,0,0,0,0
Jean Onana,CMR,MF,Ligue 1,24,12,5,564,1,0,0,0
Jean-Charles Castelletto,CMR,DF,Ligue 1,29,28,28,2464,2,0,0,0
Jean-Clair Todibo,FRA,DF,Ligue 1,24,29,29,2577,0,2,0,0
Jean-Daniel Akpa-Akpro,CIV,MF,Serie A,31,19,8,705,0,0,0,0
Jean-Kevin Duverne,HAI,DF,Ligue 1,26,18,15,1334,0,0,0,0
Jean-Philippe Mateta,FRA,FW,Premier League,26,34,24,2207,13,4,2,2
Jean-Ricner Bellegarde,FRA,"MF,FW",Premier League,25,213,93,1165,22,12,00,00
Jean-Victor Makengo,FRA,"MF,FW",Ligue 1,25,11,5,479,0,0,0,0
Jeanuël Belocian,FRA,DF,Ligue 1,19,23,16,1448,0,1,0,0
Jefferson Lerma,COL,"MF,DF",Premier League,29,27,27,2385,1,1,0,0
Jeffinho,BRA,"FW,MF",Ligue 1,24,10,3,308,1,1,0,0
Jeffrey Gouweleeuw,NED,DF,Bundesliga,32,30,29,2593,1,0,0,0
Jeffrey Schlupp,GHA,"FW,MF",Premier League,31,29,17,1352,2,2,0,0
Jens Cajuste,SWE,MF,Serie A,24,25,10,952,0,2,0,0
Jens Grahl,GER,GK,Bundesliga,35,2,2,180,0,1,0,0
Jens Odgaard,DEN,"FW,MF",Serie A,25,8,4,332,2,0,0,0
Jens Petter Hauge,NOR,"MF,FW",Bundesliga,24,10,0,147,0,0,0,0
Jens Stage,DEN,MF,Bundesliga,27,30,26,2327,3,1,0,0
Jeong Woo-yeong,KOR,"MF,FW",Bundesliga,24,26,5,633,2,3,0,0
Jeppe Corfitzen,DEN,FW,Serie A,19,1,0,9,0,0,0,0
Jeremie Boga,CIV,FW,Ligue 1,27,27,23,1925,6,5,0,0
Jeremie Frimpong,NED,DF,Bundesliga,23,31,27,2251,9,7,0,0
Jeremy Doku,BEL,"FW,MF",Premier League,21,282,171,1616,31,70,00,00
Jeremy Jorge,ESP,FW,La Liga,21,1,0,2,0,0,0,0
Jeremy Toljan,GER,DF,Serie A,29,24,24,2067,0,5,0,0
Jeremías Ledesma,ARG,GK,La Liga,31,33,33,2958,0,0,0,0
Jesper Karlsson,SWE,FW,Serie A,25,6,4,323,0,0,0,0
Jesper Lindstrøm,DEN,"FW,MF",Serie A,24,221,21,513,00,00,00,00
Jessic Ngankam,GER,FW,Bundesliga,23,157,22,464,00,00,00,10
Jessy Deminguet,FRA,"MF,FW",Ligue 1,26,18,9,690,0,0,0,0
Jesurun Rak Sakyi,ENG,"MF,FW",Premier League,21,6,0,136,0,0,0,0
Jesus Vazquez,ESP,"DF,MF",La Liga,21,20,6,716,1,0,0,0
Jesús Areso,ESP,DF,La Liga,24,35,27,2480,1,5,0,0
Jesús Corona,MEX,"MF,DF",La Liga,31,2,0,17,0,0,0,0
Jesús Navas,ESP,DF,La Liga,38,28,24,1959,0,2,0,0
Jesús Owono,EQG,GK,La Liga,23,3,3,270,0,0,0,0
Jesús Santiago,ESP,MF,La Liga,19,13,8,632,1,0,0,0
Jesús Vallejo,ESP,DF,La Liga,27,3,1,108,0,0,0,0
Jhoanner Chávez,ECU,DF,Ligue 1,22,8,6,481,0,0,0,0
Jhon Durán,COL,"FW,MF",Premier League,20,22,2,385,5,0,0,0
Jhon Lucumí,COL,DF,Serie A,25,27,21,2037,0,0,0,0
Jhon Solis,COL,MF,La Liga,19,18,2,384,0,0,0,0
Jim Allevinah,GAB,"MF,DF",Ligue 1,29,28,21,1787,2,1,0,0
Jimi Tauriainen,ENG,FW,Premier League,20,1,0,1,0,0,0,0
Jiří Pavlenka,CZE,GK,Bundesliga,32,7,7,630,0,0,0,0
Joachim Andersen,DEN,DF,Premier League,27,37,37,3329,2,3,0,0
Joakim Mæhle,DEN,"DF,MF",Bundesliga,26,30,27,2452,2,3,0,0
Joan Gonzàlez,ESP,MF,Serie A,22,28,13,1256,1,1,0,0
Joan Jordán,ESP,MF,La Liga,29,8,4,380,0,0,0,0
Joaquín Correa,ARG,"FW,MF",Ligue 1,29,12,6,430,0,0,0,0
Joaquín Panichelli,ARG,"MF,FW",La Liga,21,7,1,150,0,0,0,0
Joe Gomez,ENG,DF,Premier League,26,32,17,1786,0,1,0,0
Joe Rothwell,ENG,MF,Premier League,29,11,3,386,0,0,0,0
Joe Scally,USA,DF,Bundesliga,21,31,25,2236,1,4,0,0
Joe White,ENG,MF,Premier League,21,4,0,13,0,0,0,0
Joe Willock,ENG,MF,Premier League,24,9,5,419,1,0,0,0
Joe Worrall,ENG,DF,Premier League,27,7,5,439,0,0,0,0
Joel Asoro,SWE,"FW,MF",Ligue 1,25,20,10,848,2,1,0,0
Joel Imasuen,USA,FW,Bundesliga,19,1,0,2,0,0,0,0
Joel Mugisha,NOR,"DF,FW",Ligue 1,21,6,2,181,0,0,0,0
Joel Mvuka,NOR,MF,Ligue 1,21,1,0,16,0,0,0,0
Joel Ward,ENG,DF,Premier League,34,26,23,1980,0,1,0,0
Joelinton,BRA,"MF,FW",Premier League,27,19,14,1199,2,1,0,0
Johan Gastien,FRA,MF,Ligue 1,36,27,27,2202,0,0,0,0
Johan Mojica,COL,"DF,FW",La Liga,31,28,20,1861,0,3,0,0
Johan Vásquez,MEX,DF,Serie A,25,35,30,2670,1,1,0,0
Johann Lepenant,FRA,MF,Ligue 1,21,6,2,253,0,0,0,0
John Brooks,USA,DF,Bundesliga,31,21,18,1539,2,0,0,0
John Egan,IRL,DF,Premier League,31,6,6,482,0,0,0,0
John Fleck,SCO,"MF,DF",Premier League,32,4,1,92,0,0,0,0
John McGinn,SCO,"MF,FW",Premier League,29,34,34,2913,6,4,0,0
John Stones,ENG,"DF,MF",Premier League,29,16,12,1064,1,0,0,0
Johnny Cardoso,USA,MF,La Liga,22,15,13,1148,1,2,0,0
Jon Aramburu,VEN,DF,La Liga,21,9,5,518,0,0,0,0
Jon Guridi,ESP,MF,La Liga,29,35,33,2588,3,4,0,0
Jon Karrikaburu,ESP,"MF,FW",La Liga,21,2,0,16,0,0,0,0
Jon Magunacelaya,ESP,"FW,MF",La Liga,23,5,1,121,0,0,0,0
Jon Moncayola,ESP,MF,La Liga,26,31,21,1756,1,3,0,0
Jon Pacheco,ESP,DF,La Liga,23,21,14,1346,1,1,0,0
Jonas Föhrenbach,GER,DF,Bundesliga,28,33,32,2788,0,0,0,0
Jonas Hofmann,GER,MF,Bundesliga,31,32,26,2204,5,7,0,0
Jonas Martin,FRA,MF,Ligue 1,34,31,9,1208,0,1,0,0
Jonas Omlin,SUI,GK,Bundesliga,30,7,7,630,0,1,0,0
Jonas Wind,DEN,FW,Bundesliga,25,34,31,2651,11,7,0,1
Jonathan Asp Jensen,DEN,MF,Bundesliga,18,1,0,1,0,0,0,0
Jonathan Bamba,CIV,"MF,FW",La Liga,28,26,24,1936,2,2,0,0
Jonathan Burkardt,GER,"FW,MF",Bundesliga,23,21,18,1538,8,2,1,1
Jonathan Clauss,FRA,DF,Ligue 1,31,26,24,1991,3,2,0,0
Jonathan David,CAN,FW,Ligue 1,24,33,29,2539,19,4,2,3
Jonathan Gradit,FRA,DF,Ligue 1,31,25,25,2022,1,0,0,0
Jonathan Ikone,FRA,FW,Serie A,26,26,17,1613,3,1,0,0
Jonathan Norbye,NOR,MF,Bundesliga,17,1,0,1,0,0,0,0
Jonathan Tah,GER,DF,Bundesliga,28,31,30,2631,4,1,0,0
Jonathan Viera,ESP,MF,La Liga,34,119,117,1446,02,21,02,02
Jonny Castro,ESP,MF,Premier League,30,1,0,5,0,0,0,0
Jonny Evans,NIR,DF,Premier League,36,22,15,1360,0,1,0,0
Jordan Amavi,FRA,DF,Ligue 1,30,1,0,1,0,0,0,0
Jordan Ayew,GHA,"FW,MF",Premier League,32,34,30,2540,4,7,0,0
Jordan Beyer,GER,DF,Premier League,24,15,15,1234,0,1,0,0
Jordan Clark,ENG,MF,Premier League,30,22,13,1235,1,1,0,0
Jordan Ferri,FRA,MF,Ligue 1,32,30,23,2031,1,1,0,0
Jordan Lotomba,SUI,DF,Ligue 1,25,27,21,1778,0,0,0,0
Jordan Pefok,USA,FW,Bundesliga,28,251,180,1447,50,30,00,00
Jordan Pickford,ENG,GK,Premier League,30,37,37,3330,0,0,0,0
Jordan Veretout,FRA,MF,Ligue 1,31,28,23,2093,1,2,0,0
Jordan Zemura,ZIM,DF,Serie A,24,26,10,1034,1,0,0,0
Jordi,ESP,"MF,DF",La Liga,23,12,5,553,0,0,0,0
Jordi Mboula,ESP,"FW,MF",Serie A,25,11,5,307,0,1,0,0
Jordy Makengo,FRA,DF,Bundesliga,22,20,10,1026,0,0,0,0
Jorge Cuenca,ESP,DF,La Liga,24,27,19,1856,3,1,0,0
Jorge Herrando,ESP,DF,La Liga,23,17,16,1464,0,1,0,0
Jorge Meré,ESP,DF,La Liga,27,10,8,673,0,0,0,0
Jorge Moreno,ESP,DF,La Liga,23,1,0,15,0,0,0,0
Jorge de Frutos,ESP,"FW,MF",La Liga,27,34,12,1411,2,0,0,0
Jorginho,ITA,MF,Premier League,32,24,10,921,0,2,0,0
Joris Chotard,FRA,MF,Ligue 1,22,30,29,2497,0,3,0,0
Joseba Zaldúa,ESP,"DF,MF",La Liga,31,11,7,534,0,0,0,0
Joselu,ESP,FW,La Liga,34,33,14,1597,9,2,0,2
Josep Martinez,ESP,GK,Serie A,25,35,35,3149,0,0,0,0
Joseph Aidoo,GHA,DF,La Liga,28,6,4,407,0,0,0,0
Joseph Johnson,ENG,DF,Premier League,18,1,0,3,0,0,0,0
Joseph Nduquidi,FRA,"MF,DF",Ligue 1,19,13,7,751,0,0,0,0
Joseph Nonge,BEL,MF,Serie A,19,2,0,24,0,0,0,0
Joseph Okumu,KEN,DF,Ligue 1,26,21,19,1743,1,0,0,0
Josh Brownhill,ENG,MF,Premier League,28,32,23,2236,4,2,0,0
Josh Cullen,IRL,MF,Premier League,28,24,22,1975,1,3,0,0
Josh Dasilva,ENG,"DF,FW",Premier League,25,3,0,24,0,0,0,0
Josh Doig,SCO,DF,Serie A,22,1412,1311,2009,00,20,00,00
Josh Wilson-Esbrand,ENG,"DF,MF",Ligue 1,21,11,5,461,1,1,0,0
Josha Vagnoman,GER,DF,Bundesliga,23,18,12,1183,2,2,0,0
Joshua Acheampong,ENG,DF,Premier League,18,1,0,6,0,0,0,0
Joshua Kimmich,GER,"MF,DF",Bundesliga,29,28,27,2176,1,6,0,0
Joshua M'Bahia,CIV,DF,Ligue 1,19,1,0,14,0,0,0,0
Joshua Zirkzee,NED,FW,Serie A,22,34,32,2759,11,4,2,2
Josip Brekalo,CRO,FW,Serie A,25,11,8,652,1,0,0,0
Josip Juranović,CRO,DF,Bundesliga,28,21,14,1294,0,2,0,1
Josip Stanišić,CRO,DF,Bundesliga,24,20,13,1261,3,1,0,0
Josuha Guilavogui,FRA,DF,Bundesliga,33,11,5,409,0,1,0,0
Josué Casimir,FRA,"FW,DF",Ligue 1,22,29,24,1950,0,5,0,0
José Arnaiz,ESP,"FW,MF",La Liga,29,25,9,918,2,1,0,0
José Callejón,ESP,"MF,FW",La Liga,37,24,7,758,0,1,0,0
José Campaña,ESP,MF,La Liga,30,7,1,153,0,0,0,0
José Luis García Vayá,ESP,MF,La Liga,25,35,35,3122,6,1,6,7
José Luis Gayà,ESP,DF,La Liga,28,23,22,1780,1,2,0,0
José Luis Morales,ESP,"FW,MF",La Liga,36,28,8,974,6,0,0,0
José Luis Palomino,ARG,DF,Serie A,34,4,0,27,0,0,0,0
José Mari,ESP,"MF,FW",La Liga,36,3,0,14,0,0,0,0
José María Giménez,URU,DF,La Liga,29,21,13,1236,0,0,0,0
José Pozo,ESP,MF,La Liga,28,2,0,19,0,0,0,0
José Sá,POR,GK,Premier League,31,34,34,2947,0,1,0,0
Jovan Milošević,SRB,"FW,MF",Bundesliga,18,5,0,28,0,0,0,0
Jovane Cabral,CPV,"MF,FW",Serie A,25,12,8,678,1,0,0,0
João Cancelo,POR,DF,La Liga,29,30,27,2330,2,3,0,0
João Costa,BRA,"MF,DF",Serie A,19,2,0,11,0,0,0,0
João Ferreira,POR,DF,Serie A,23,33,18,1785,0,1,0,0
João Félix,POR,FW,La Liga,24,28,18,1482,7,3,0,0
João Gomes,BRA,MF,Premier League,23,33,31,2559,2,1,0,0
João Palhinha,POR,MF,Premier League,28,32,30,2610,4,1,0,0
João Pedro,BRA,"FW,MF",Premier League,22,30,18,1955,9,3,4,5
Joël Matip,CMR,DF,Premier League,32,10,9,781,0,0,0,0
Joël Veltman,NED,DF,Premier League,32,27,17,1588,1,1,0,0
Joško Gvardiol,CRO,DF,Premier League,22,27,25,2238,4,1,0,0
Juan Brandáriz,ESP,DF,La Liga,25,29,24,2254,0,1,0,0
Juan Cruz Armada,ESP,DF,La Liga,31,26,18,1667,0,1,0,0
Juan Cruz_1,ARG,"FW,MF",Serie A,24,4,1,109,0,0,0,0
Juan Cruz_2,ESP,FW,La Liga,24,5,0,76,0,0,0,0
Juan Cuadrado,COL,DF,Serie A,35,9,0,232,0,2,0,0
Juan David Cabal,COL,DF,Serie A,23,20,15,1365,0,0,0,0
Juan Foyth,ARG,DF,La Liga,26,12,12,1062,1,1,0,0
Juan Herzog,ESP,DF,La Liga,21,4,3,292,2,0,0,0
Juan Jesus,BRA,DF,Serie A,32,23,22,2026,1,0,0,0
Juan Miranda,ESP,DF,La Liga,24,23,19,1678,1,1,0,0
Juan Musso,ARG,GK,Serie A,30,11,11,990,0,0,0,0
Juanlu Sánchez,ESP,DF,La Liga,20,24,10,1045,0,2,0,0
Juanmi,ESP,FW,La Liga,30,14,9,810,3,1,0,0
Juanmi Latasa,ESP,FW,La Liga,23,32,15,1555,2,0,0,0
Juanpe,ESP,DF,La Liga,33,16,6,723,0,0,0,0
Jude Bellingham,ENG,MF,La Liga,20,27,26,2225,19,6,1,1
Julen Agirrezabala,ESP,GK,La Liga,23,2,1,119,0,0,0,0
Jules Koundé,FRA,DF,La Liga,25,33,30,2719,1,2,0,0
Julian Araujo,MEX,DF,La Liga,22,24,14,1395,1,0,0,0
Julian Brandt,GER,"MF,FW",Bundesliga,28,32,26,2223,7,11,0,0
Julian Chabot,GER,DF,Bundesliga,26,32,32,2703,0,0,0,0
Julian Justvan,GER,"MF,FW",Bundesliga,26,144,110,1072,20,20,00,00
Julian Ryerson,NOR,DF,Bundesliga,26,21,20,1767,4,1,0,0
Julian Weigl,GER,MF,Bundesliga,28,31,31,2764,2,3,2,2
Julien Duranville,BEL,"FW,MF",Bundesliga,18,2,0,12,0,0,0,0
Julien Laporte,FRA,DF,Ligue 1,30,22,19,1728,0,0,0,0
Julien Le Cardinal,FRA,DF,Ligue 1,26,122,50,531,00,00,00,00
Julien Ponceau,FRA,MF,Ligue 1,23,31,26,2167,3,1,0,0
Julio Enciso,PAR,"MF,FW",Premier League,20,11,5,441,0,2,0,0
Julián Malatini,ARG,DF,Bundesliga,22,11,6,602,1,0,0,0
Julián Álvarez,ARG,"MF,FW",Premier League,24,36,31,2647,11,8,2,2
Junior Adamu,AUT,"FW,MF",Bundesliga,22,15,0,105,0,0,0,0
Junior Dina Ebimbe,FRA,"MF,DF",Bundesliga,23,31,25,1956,5,3,0,0
Junior Messias,BRA,"MF,DF",Serie A,33,18,13,1053,1,0,0,0
Junior Mwanga,FRA,"MF,FW",Ligue 1,21,22,17,1450,1,1,0,0
Junior Sambia,FRA,"DF,MF",Serie A,27,16,8,852,0,1,0,0
Junya Ito,JPN,"FW,MF",Ligue 1,31,30,30,2627,3,7,0,0
Jurriën Timber,NED,DF,Premier League,22,1,1,49,0,0,0,0
Justin Diehl,GER,"FW,MF",Bundesliga,19,7,1,168,0,0,0,0
Justin Kluivert,NED,"MF,FW",Premier League,25,31,25,1858,7,1,0,0
Justin Kumi,ITA,FW,Serie A,19,1,0,4,0,0,0,0
Justin Njinmah,GER,FW,Bundesliga,23,24,10,1016,6,2,0,0
Jérémie Bela,ANG,"MF,FW",Ligue 1,31,11,1,194,0,0,0,0
Jérémy Jacquet,FRA,"DF,FW",Ligue 1,18,51,10,168,00,10,00,00
Jérémy Le Douaron,FRA,FW,Ligue 1,26,32,19,1614,4,0,0,0
Jérémy Sebas,MTQ,"FW,MF",Ligue 1,21,13,1,309,2,0,0,0
Jérôme Boateng,GER,DF,Serie A,35,7,4,238,0,0,0,0
Jérôme Roussillon,FRA,DF,Bundesliga,31,23,8,752,0,1,0,0
Jóhann Berg Guðmundsson,ISL,"MF,FW",Premier League,33,25,12,1147,1,3,0,0
Jørgen Strand Larsen,NOR,FW,La Liga,24,35,35,2772,12,2,0,0
Kacper Urbanski,POL,"FW,MF",Serie A,19,20,8,826,0,0,0,0
Kaelan Casey,ENG,DF,Premier League,19,1,0,1,0,0,0,0
Kai Havertz,GER,"MF,FW",Premier League,24,36,29,2544,12,7,1,1
Kaide Gordon,ENG,FW,Premier League,19,1,0,1,0,0,0,0
Kaiky,BRA,DF,La Liga,20,8,5,523,1,0,0,0
Kaine Kesler-Hayden,ENG,DF,Premier League,21,2,0,2,0,0,0,0
Kaio Jorge,BRA,FW,Serie A,22,20,8,812,3,0,1,2
Kalvin Phillips,ENG,MF,Premier League,28,84,30,402,00,00,00,00
Kamil Jóźwiak,POL,MF,La Liga,26,11,7,571,0,1,0,0
Kamil Piątkowski,POL,DF,La Liga,23,7,6,442,0,0,0,0
Kamory Doumbia,MLI,MF,Ligue 1,21,24,6,789,6,4,0,0
Kaoru Mitoma,JPN,FW,Premier League,26,19,15,1486,3,4,0,0
Karamoko Dembele,SCO,"MF,FW",Ligue 1,21,1,0,16,0,0,0,0
Karim Adeyemi,GER,"FW,MF",Bundesliga,22,21,10,913,3,1,0,0
Karim Onisiwo,AUT,"FW,MF",Bundesliga,32,24,17,1493,1,3,0,0
Karl Etta,CMR,FW,La Liga,20,1,0,21,0,0,0,0
Karlo Lulić,CRO,MF,Serie A,28,1,0,19,0,0,0,0
Karol Linetty,POL,MF,Serie A,29,27,18,1774,0,0,0,0
Karol Świderski,POL,"FW,MF",Serie A,27,14,3,494,2,0,0,0
Kasim Nuhu,GHA,DF,Bundesliga,28,1,0,5,0,0,0,0
Kassoum Ouattara,FRA,"DF,FW",Ligue 1,19,14,7,636,1,0,0,0
Keane Lewis-Potter,ENG,"FW,DF",Premier League,23,30,15,1441,3,1,0,0
Keinan Davis,ENG,FW,Serie A,26,6,0,106,0,0,0,0
Keito Nakamura,JPN,"FW,MF",Ligue 1,23,24,16,1321,4,1,0,0
Kelvin Amian,FRA,DF,Ligue 1,26,11,10,736,0,1,0,0
Kelvin Yeboah,ITA,FW,Ligue 1,24,13,0,276,0,0,0,0
Kenan Yıldız,TUR,"FW,DF",Serie A,19,25,8,832,1,0,0,0
Kenneth Schmidt,GER,DF,Bundesliga,21,5,0,68,0,0,0,0
Kenny Lala,MAD,DF,Ligue 1,32,32,32,2880,1,3,0,0
Kenny Tete,NED,DF,Premier League,28,13,9,777,1,0,0,0
Kepa Arrizabalaga,ESP,GK,La Liga,29,13,13,1170,0,0,0,0
Keven Schlotterbeck,GER,DF,Bundesliga,27,27,24,2185,5,1,0,0
Kevin Akpoguma,NGA,DF,Bundesliga,29,17,11,1097,0,0,0,0
Kevin Behrens,GER,FW,Bundesliga,33,1813,147,1878,41,01,00,00
Kevin Bonifazi,ITA,DF,Serie A,28,61,31,399,00,00,00,00
Kevin Danso,AUT,DF,Ligue 1,25,30,30,2655,1,0,0,0
Kevin De Bruyne,BEL,MF,Premier League,32,17,14,1131,4,10,0,0
Kevin Kampl,SVN,MF,Bundesliga,33,26,14,1363,1,0,0,0
Kevin Mbabu,SUI,DF,Bundesliga,29,25,22,2047,0,2,0,0
Kevin Miranda,ITA,DF,Serie A,21,1,0,14,0,0,0,0
Kevin Müller,GER,GK,Bundesliga,33,34,34,3060,0,0,0,0
Kevin Paredes,USA,"FW,MF",Bundesliga,21,28,15,1432,3,0,0,0
Kevin Schade,GER,"FW,MF",Premier League,22,10,3,316,2,1,0,0
Kevin Sessa,GER,"MF,FW",Bundesliga,23,30,7,1011,3,0,0,0
Kevin Strootman,NED,MF,Serie A,34,25,14,1113,0,2,0,0
Kevin Stöger,AUT,MF,Bundesliga,30,32,32,2668,7,10,4,4
Kevin Trapp,GER,GK,Bundesliga,33,32,32,2880,0,0,0,0
Kevin Vogt,GER,DF,Bundesliga,32,1616,1614,2642,00,00,00,00
Kevin Volland,GER,"FW,MF",Bundesliga,31,26,17,1345,3,4,2,3
Kevin Vázquez,ESP,DF,La Liga,31,11,9,630,0,0,0,0
Kevin Zeroli,ITA,MF,Serie A,19,3,0,28,0,0,0,0
Keyliane Abdallah,FRA,FW,Ligue 1,18,1,0,4,0,0,0,0
Keylor Navas,CRC,GK,Ligue 1,37,3,3,270,0,0,0,0
Khalil Fayad,FRA,"FW,MF",Ligue 1,19,22,10,980,3,0,0,0
Khvicha Kvaratskhelia,GEO,FW,Serie A,23,33,31,2647,11,6,0,0
Khéphren Thuram,FRA,MF,Ligue 1,23,26,24,2018,1,1,0,0
Kieffer Moore,WAL,"FW,MF",Premier League,31,8,0,108,1,0,0,0
Kieran Tierney,SCO,DF,La Liga,26,18,12,1092,0,2,0,0
Kieran Trippier,ENG,DF,Premier League,33,27,26,2226,1,10,0,0
Kike Barja,ESP,"FW,MF",La Liga,27,16,3,303,0,0,0,0
Kike Pérez,ESP,"MF,FW",La Liga,27,23,9,822,1,0,0,0
Kike Salas,ESP,DF,La Liga,22,21,17,1470,3,0,0,0
Kiko Femenía,ESP,DF,La Liga,33,22,15,1493,0,0,0,0
Kiké,ESP,"FW,MF",La Liga,34,33,15,1423,3,2,0,1
Kilian Fischer,GER,"DF,MF",Bundesliga,23,6,4,291,0,0,0,0
Kiliann Sildillia,FRA,DF,Bundesliga,22,27,20,1806,0,1,0,0
Kim Min-jae,KOR,DF,Bundesliga,27,25,22,1970,1,1,0,0
Kingsley Coman,FRA,FW,Bundesliga,27,17,15,1113,3,3,0,0
