Player Name,Nationality,Position,League,Age,Matches,Starts,Minutes,Goals,Assists,Penalty_made,Penalty_attempted
Bernardo,BRA,DF,Bundesliga,29,33,33,2924,1,0,0,0
Bernardo Espinosa,COL,DF,La Liga,34,2,0,2,0,0,0,0
Bernardo Silva,POR,"MF,FW",Premier League,29,32,28,2488,6,7,0,0
Bernd Leno,GER,GK,Premier League,32,37,37,3330,0,0,0,0
Bertrand Traoré,BFA,"MF,FW",La Liga,28,92,50,444,10,00,00,00
Bertuğ Yıldırım,TUR,FW,Ligue 1,21,20,2,439,0,1,0,0
Beto,GNB,FW,Premier League,26,291,91,1024,30,00,00,10
Beñat Prados,ESP,"MF,DF",La Liga,23,25,15,1359,0,0,0,0
Beñat Turrientes,ESP,MF,La Liga,22,27,17,1538,0,1,0,0
Bilal Boutobba,FRA,"FW,MF",Ligue 1,25,27,10,926,1,1,0,0
Bilal Brahimi,ALG,"FW,MF",Ligue 1,24,182,10,232,00,00,00,00
Bilal Nadir,FRA,"MF,FW",Ligue 1,20,5,1,113,0,0,0,0
Billy Gilmour,SCO,MF,Premier League,22,29,24,2110,0,1,0,0
Birger Meling,NOR,DF,Ligue 1,29,1,0,16,0,0,0,0
Bobby Clark,ENG,MF,Premier League,19,5,1,89,0,0,0,0
Bobby Reid,JAM,FW,Premier League,31,32,17,1411,6,2,0,0
Bonke Innocent,NGA,MF,Ligue 1,28,4,3,210,0,0,0,0
Boris Radunović,SRB,GK,Serie A,27,7,7,630,0,0,0,0
Borja Iglesias,ESP,FW,La Liga,31,117,42,664,00,10,00,00
Borja Mayoral,ESP,FW,La Liga,27,27,25,2153,15,1,4,4
Borna Sosa,CRO,"FW,DF",Bundesliga,26,2,0,46,0,0,0,0
Boubacar Kamara,FRA,MF,Premier League,24,20,20,1652,0,1,0,0
Boubacar Traoré,MLI,MF,Premier League,22,23,7,791,0,0,0,0
Boubakar Kouyaté,MLI,DF,Ligue 1,27,23,22,1928,0,2,0,0
Boubakary Soumaré,FRA,MF,La Liga,25,27,25,2196,0,0,0,0
Boulaye Dia,SEN,"FW,MF",Serie A,27,17,12,1143,4,0,1,1
Bouna Sarr,SEN,DF,Bundesliga,32,2,1,106,0,0,0,0
Bradley Barcola,FRA,"FW,MF",Ligue 1,21,253,183,1640,40,70,00,00
Bradley Locko,FRA,DF,Ligue 1,22,33,33,2959,0,3,0,0
Brahim Díaz,MAR,"FW,MF",La Liga,24,30,17,1478,8,4,0,0
Brais Méndez,ESP,"MF,FW",La Liga,27,30,25,2248,4,6,0,0
Brajan Gruda,GER,"MF,FW",Bundesliga,19,28,19,1641,4,3,0,0
Brandon Aguilera,CRC,FW,Premier League,20,1,0,5,0,0,0,0
Brandon Soppy,FRA,DF,Serie A,22,5,2,178,0,0,0,0
Braydon Manu,GHA,MF,Bundesliga,27,4,3,171,0,0,0,0
Breel Embolo,SUI,FW,Ligue 1,27,5,2,182,1,0,0,0
Brendan Chardonnet,FRA,DF,Ligue 1,29,32,32,2880,1,1,0,0
Brenden Aaronson,USA,"MF,FW",Bundesliga,23,30,14,1267,2,2,0,0
Brennan Johnson,WAL,FW,Premier League,22,313,223,2232,50,90,00,00
Brenner,BRA,"MF,FW",Serie A,24,6,1,96,0,0,0,0
Brian Ocampo,URU,MF,La Liga,24,11,0,155,0,0,0,0
Brice Samba,FRA,GK,Ligue 1,30,33,33,2970,0,0,0,0
Bruno Amione,ARG,DF,Serie A,22,10,7,579,0,0,0,0
Bruno Fernandes,POR,"MF,FW",Premier League,29,34,34,3059,10,8,4,5
Bruno Guimarães,BRA,MF,Premier League,26,36,36,3173,6,6,0,0
Bruno Langa,MOZ,DF,La Liga,26,9,7,640,0,0,0,0
Bruno Méndez,URU,DF,La Liga,24,15,14,1226,1,0,0,0
Bryan Cristante,ITA,"MF,DF",Serie A,29,35,35,3109,3,4,0,0
Bryan Gil,ESP,"FW,MF",Premier League,23,11,2,209,0,0,0,0
Bryan Mbeumo,CMR,FW,Premier League,24,24,21,1870,9,6,3,3
Bryan Zaragoza,ESP,"MF,FW",La Liga,23,217,181,1821,60,20,10,10
Bukayo Saka,ENG,FW,Premier League,22,35,35,2919,16,9,6,6
Bénie Adama Traore,CIV,"FW,MF",Ligue 1,21,138,33,830,00,10,00,00
Caio Henrique Oliveira Silva,BRA,DF,Ligue 1,26,8,6,533,0,4,0,0
Caleb Ekuban,GHA,FW,Serie A,30,27,9,1051,4,1,0,0
Caleb Okoli,ITA,DF,Serie A,22,32,30,2734,0,1,0,0
Callum Hudson-Odoi,ENG,"FW,MF",Premier League,23,28,19,1767,8,1,0,0
Callum Wilson,ENG,FW,Premier League,32,19,9,981,9,1,2,2
Calum Chambers,ENG,"MF,DF",Premier League,29,4,0,85,0,1,0,0
Calvin Bassey,NGA,DF,Premier League,24,28,24,2213,1,0,0,0
Cameron Archer,ENG,"FW,MF",Premier League,22,281,200,1777,40,10,00,00
Caoimhín Kelleher,IRL,GK,Premier League,25,10,10,900,0,0,0,0
Carl Starfelt,SWE,DF,La Liga,28,26,25,2132,1,0,0,0
Carles Aleñá,ESP,MF,La Liga,26,28,10,996,1,1,0,0
Carles Pérez,ESP,"MF,DF",La Liga,26,16,7,772,1,1,0,0
Carlos Alcaraz,ARG,MF,Serie A,21,8,2,245,0,1,0,0
Carlos Augusto,BRA,DF,Serie A,25,35,13,1608,0,3,0,0
Carlos Baleba,CMR,MF,Premier League,20,262,141,1306,00,00,00,00
Carlos Benavídez,URU,MF,La Liga,26,29,10,1136,3,1,0,0
Carlos Dominguez,ESP,DF,La Liga,23,20,17,1514,0,0,0,0
Carlos Dotor,ESP,MF,La Liga,23,16,7,692,0,0,0,0
Carlos Fernández,ESP,FW,La Liga,27,10,5,408,2,1,1,1
Carlos Neva,ESP,DF,La Liga,27,35,35,3056,0,2,0,0
Carlos Romero,ESP,DF,La Liga,22,7,2,262,0,0,0,0
Carlos Soler,ESP,"MF,DF",Ligue 1,27,23,11,1000,1,2,0,0
Carlos Vicente,ESP,FW,La Liga,25,17,11,1024,1,4,0,0
Carlos Vinícius,BRA,FW,Premier League,29,13,2,315,2,0,0,0
Carlton Morris,ENG,"FW,MF",Premier League,28,37,31,2772,10,4,4,4
Carmona,ESP,"DF,MF",La Liga,22,29,15,1293,1,1,0,0
Carney Chukwuemeka,ENG,"MF,FW",Premier League,20,9,2,227,1,1,0,0
Casemiro,BRA,"MF,DF",Premier League,32,24,23,1892,1,2,0,0
Castello Lukeba,FRA,DF,Bundesliga,21,32,24,2191,1,0,0,0
Catena,ESP,DF,La Liga,29,28,26,2366,1,2,0,0
Cauley Woodrow,ENG,"FW,MF",Premier League,29,23,2,412,1,1,0,0
Cedric Zesiger,SUI,DF,Bundesliga,25,23,18,1634,0,0,0,0
Cenk Özkacar,TUR,DF,La Liga,23,22,17,1538,0,0,0,0
Cesare Casadei,ITA,"FW,MF",Premier League,21,10,0,77,0,0,0,0
Chadi Riad,MAR,DF,La Liga,20,25,23,2074,0,0,0,0
Chaim El Djebali,TUN,MF,Ligue 1,20,1,0,12,0,0,0,0
Chaka Traorè,CIV,FW,Serie A,19,2,0,20,1,0,0,0
Chancel Mbemba,COD,DF,Ligue 1,29,24,24,2117,2,2,0,0
Charalambos Lykogiannis,GRE,DF,Serie A,30,21,9,814,2,1,0,0
Charles De Ketelaere,BEL,"FW,MF",Serie A,23,33,23,1881,10,6,1,1
Charlie Taylor,ENG,DF,Premier League,30,27,24,2257,1,1,0,0
Charlys,BRA,MF,Serie A,20,1,0,1,0,0,0,0
Cheick Doucouré,MLI,MF,Premier League,24,11,11,919,0,0,0,0
Cheick Oumar Konaté,MLI,MF,Ligue 1,20,19,12,1068,1,1,0,0
Cheikh Tidiane Sabaly,SEN,"FW,MF",Ligue 1,25,28,17,1362,3,1,0,0
Cheikhou Kouyaté,SEN,MF,Premier League,34,11,2,209,0,0,0,0
Cher Ndour,ITA,MF,Ligue 1,19,3,0,28,0,0,0,0
Chiedozie Ogbene,IRL,"MF,DF",Premier League,27,29,19,1920,4,1,0,0
Chris Basham,ENG,"DF,MF",Premier League,35,8,3,321,0,0,0,0
Chris Bedia,CIV,"FW,MF",Bundesliga,28,7,0,145,1,0,0,0
Chris Führich,GER,"FW,MF",Bundesliga,26,34,33,2567,8,7,0,1
Chris Mepham,WAL,DF,Premier League,26,10,6,617,0,1,0,0
Chris Ramos,ESP,"FW,MF",La Liga,27,36,29,2528,5,1,0,0
Chris Richards,USA,"DF,MF",Premier League,24,25,22,2004,1,1,0,0
Chris Smalling,ENG,DF,Serie A,34,8,4,390,0,0,0,0
Chris Wood,NZL,FW,Premier League,32,30,19,1734,12,1,0,0
Chrislain Matsima,FRA,DF,Ligue 1,22,136,123,1388,10,01,00,00
Christ Mbondi,FRA,FW,Ligue 1,19,1,0,2,0,0,0,0
Christian Eriksen,DEN,MF,Premier League,32,21,12,1125,1,1,0,0
Christian Groß,GER,"DF,MF",Bundesliga,35,20,8,797,0,1,0,0
Christian Günter,GER,DF,Bundesliga,31,15,13,1060,1,2,0,0
Christian Kabasele,BEL,DF,Serie A,33,12,10,860,1,1,0,0
Christian Kouamé,CIV,FW,Serie A,26,22,11,1064,2,1,0,0
Christian Kühlwetter,GER,MF,Bundesliga,28,1,0,8,0,1,0,0
Christian Mawissa,FRA,DF,Ligue 1,19,16,12,1066,2,0,0,0
Christian Nørgaard,DEN,MF,Premier League,30,30,29,2415,2,1,0,0
Christian Pulisic,USA,"FW,MF",Serie A,25,35,31,2512,12,7,0,0
Christoph Baumgartner,AUT,"MF,FW",Bundesliga,24,32,11,1158,5,1,0,0
Christoph Klarer,AUT,DF,Bundesliga,23,30,28,2354,2,2,0,0
Christoph Kramer,GER,MF,Bundesliga,33,14,1,249,0,0,0,0
Christoph Zimmermann,GER,DF,Bundesliga,31,19,12,1220,0,0,0,0
Christophe Hérelle,MTQ,DF,Ligue 1,31,18,17,1527,0,0,0,0
Christopher Antwi-Adjei,GHA,"FW,MF",Bundesliga,30,25,11,1216,2,2,0,0
Christopher Jullien,FRA,DF,Ligue 1,31,19,12,1143,1,0,0,0
Christopher Lenz,GER,"DF,MF",Bundesliga,29,51,00,57,00,00,00,00
Christopher Nkunku,FRA,"FW,MF",Premier League,26,10,2,416,3,0,0,0
Christopher Operi,FRA,DF,Ligue 1,27,27,27,2355,3,4,0,0
Christopher Trimmel,AUT,DF,Bundesliga,37,26,19,1646,0,2,0,0
Christopher Wooh,CMR,DF,Ligue 1,22,17,14,1298,1,0,0,0
Christos Mandas,GRE,GK,Serie A,22,9,8,721,0,0,0,0
Christos Papadopoulos,GRE,FW,Serie A,19,1,0,4,0,0,0,0
Chukwubuikem Ikwuemesi,NGA,FW,Serie A,22,25,11,1061,1,1,0,0
Ciro Immobile,ITA,FW,Serie A,34,30,21,1632,7,1,4,4
Claudio Bravo,CHI,GK,La Liga,41,7,7,630,0,0,0,0
Clemens Riedel,GER,DF,Bundesliga,20,14,9,755,0,0,0,0
Clinton Mata,ANG,DF,Ligue 1,31,27,24,2130,0,3,0,0
Clément Lenglet,FRA,DF,Premier League,28,13,13,1063,0,1,0,0
Cody Gakpo,NED,"FW,MF",Premier League,25,34,16,1569,8,5,0,0
Cole Palmer,ENG,"FW,MF",Premier League,22,321,280,2530,220,100,90,90
Connor Roberts,WAL,DF,Premier League,28,14,8,823,0,1,0,0
Conor Bradley,NIR,DF,Premier League,20,10,10,733,1,3,0,0
Conor Gallagher,ENG,MF,Premier League,24,36,36,3038,5,7,0,0
Copete,ESP,DF,La Liga,24,18,16,1265,1,0,0,0
Corentin Tolisso,FRA,MF,Ligue 1,29,24,20,1674,2,1,1,1
Craig Dawson,ENG,DF,Premier League,34,25,25,2209,1,1,0,0
Crespo,POR,MF,La Liga,27,13,4,480,0,0,0,0
Cristhian Mosquera,COL,DF,La Liga,19,34,31,2895,0,0,0,0
Cristhian Stuani,URU,FW,La Liga,37,29,5,757,8,2,0,0
Cristian,ESP,GK,La Liga,26,1,0,57,0,0,0,0
Cristian Cásseres Jr.,VEN,MF,Ligue 1,24,31,22,1856,1,3,0,0
Cristian Gamboa,CRC,DF,Bundesliga,34,22,12,1187,0,1,0,0
Cristian Herrera,ESP,"FW,MF",La Liga,33,7,1,155,1,0,0,0
Cristian Romero,ARG,DF,Premier League,26,32,32,2700,5,0,0,0
Cristian Volpato,ITA,"MF,FW",Serie A,20,21,4,571,1,0,0,0
Cristiano Biraghi,ITA,DF,Serie A,31,27,25,2176,2,3,0,1
Curtis Jones,ENG,MF,Premier League,23,22,14,1157,1,1,0,0
Cyle Larin,CAN,FW,La Liga,29,33,19,1727,2,2,0,0
Cyril Ngonge,BEL,"FW,MF",Serie A,23,1912,171,1701,61,20,00,00
Cédric Bakambu,COD,FW,La Liga,33,4,2,194,0,0,0,0
Cédric Soares,POR,DF,Premier League,32,3,0,62,0,0,0,0
César Azpilicueta,ESP,DF,La Liga,34,23,12,1281,0,2,0,0
César Montes,MEX,DF,La Liga,27,20,20,1698,0,0,0,0
César Tárrega,ESP,DF,La Liga,22,1,0,8,0,0,0,0
Daichi Kamada,JPN,MF,Serie A,27,27,15,1383,1,2,0,0
Daiki Hashioka,JPN,DF,Premier League,25,9,5,505,0,0,0,0
Daler Kuzyaev,RUS,MF,Ligue 1,31,29,23,2006,2,2,0,0
Daley Blind,NED,DF,La Liga,34,32,31,2792,1,2,0,0
Daley Sinkgraven,NED,DF,La Liga,28,11,6,388,0,0,0,0
Damion Downs,GER,"FW,MF",Bundesliga,19,10,0,181,2,0,0,0
Damián Rodríguez,ESP,MF,La Liga,21,5,3,258,0,2,0,0
Damián Suárez,URU,DF,La Liga,36,16,15,1299,0,2,0,0
Dan Burn,ENG,DF,Premier League,32,32,31,2636,2,2,0,0
Dan Ndoye,SUI,"FW,MF",Serie A,23,31,19,1681,1,1,0,0
Dan-Axel Zagadou,FRA,DF,Bundesliga,24,19,16,1453,1,0,0,0
Dane Scarlett,ENG,FW,Premier League,20,3,0,19,0,0,0,0
Dango Ouattara,BFA,"FW,DF",Premier League,22,29,12,1197,1,2,0,0
Dani Carvajal,ESP,DF,La Liga,32,27,24,2098,4,3,0,0
Dani Ceballos,ESP,"MF,FW",La Liga,27,18,4,504,0,2,0,0
Dani García,ESP,MF,La Liga,33,16,6,655,1,0,0,0
Dani Olmo,ESP,MF,Bundesliga,26,21,17,1449,4,5,0,0
Dani Rodríguez,ESP,MF,La Liga,35,34,30,2519,2,4,0,0
Daniel Bandeira,POR,MF,Serie A,24,12,3,419,0,0,0,0
Daniel Batz,GER,GK,Bundesliga,33,4,4,360,0,0,0,0
Daniel Bentley,ENG,GK,Premier League,30,5,3,383,0,0,0,0
Daniel Boloca,ROU,MF,Serie A,25,29,23,1988,1,0,0,0
Daniel Gore,ENG,MF,Premier League,19,1,0,1,0,0,0,0
Daniel Maldini,ITA,"MF,FW",Serie A,22,117,23,596,40,10,00,00
Daniel Muñoz,COL,"DF,MF",Premier League,27,15,15,1349,0,3,0,0
Daniel Parejo,ESP,MF,La Liga,35,31,28,2507,3,5,3,3
Daniel Peretz,ISR,GK,Bundesliga,23,1,0,17,0,0,0,0
Daniel Vivian,ESP,DF,La Liga,24,31,30,2743,0,0,0,0
Daniele Rugani,ITA,DF,Serie A,29,16,12,1097,2,0,0,0
Danilho Doekhi,NED,DF,Bundesliga,25,24,24,2160,2,0,0,0
Danilo,BRA,DF,Serie A,32,2728,2519,3985,12,12,00,00
Danilo Cataldi,ITA,MF,Serie A,29,27,15,1348,1,0,0,0
Danilo D'Ambrosio,ITA,DF,Serie A,35,22,15,1401,0,0,0,0
Danilo Pereira,POR,DF,Ligue 1,32,25,21,1905,0,0,0,0
Danilo Soares,BRA,DF,Bundesliga,32,5,3,351,0,0,0,0
Danley Jean-Jacques,HAI,MF,Ligue 1,23,32,29,2594,0,0,0,0
Danny Ings,ENG,FW,Premier League,31,19,3,399,1,0,0,0
Danny Welbeck,ENG,"FW,MF",Premier League,33,28,20,1603,5,1,0,0
Danny da Costa,GER,DF,Bundesliga,30,19,9,830,0,1,0,0
Dante,BRA,DF,Ligue 1,40,32,32,2843,1,1,0,0
Dany Mota,POR,"FW,MF",Serie A,26,32,22,1894,4,3,0,0
Dara O'Shea,IRL,DF,Premier League,25,32,31,2802,3,4,0,0
Darko Brašanac,SRB,MF,La Liga,32,2,0,48,0,0,0,0
Darko Lazović,SRB,"FW,MF",Serie A,33,30,20,1773,3,1,1,1
Darlin Yongwa,CMR,DF,Ligue 1,23,21,11,1088,1,1,0,0
Darwin Machís,VEN,MF,La Liga,31,21,10,785,4,0,1,1
Darwin Núñez,URU,FW,Premier League,24,35,22,2027,11,8,0,1
David Akpan Ankeye,NGA,FW,Serie A,22,5,0,56,0,0,0,0
David Alaba,AUT,DF,La Liga,31,14,14,1154,0,1,0,0
David Brooks,WAL,"FW,MF",Premier League,26,13,2,282,1,1,0,0
David Datro Fofana,CIV,FW,Premier League,21,1512,108,1561,41,10,00,00
David García,ESP,DF,La Liga,30,27,27,2334,0,1,0,0
David Gil,ESP,GK,La Liga,30,4,3,282,0,0,0,0
David Jurásek,CZE,DF,Bundesliga,23,13,4,496,0,1,0,0
David López,ESP,DF,La Liga,34,23,23,1826,3,0,0,0
David Mamutovic,GER,"FW,DF",Bundesliga,23,2,0,11,0,0,0,0
David Okereke,NGA,"FW,MF",Serie A,26,8,3,246,0,0,0,0
David Ozoh,ENG,"MF,DF",Premier League,18,9,0,156,0,0,0,0
David Pereira da Costa,POR,MF,Ligue 1,23,24,16,1404,4,2,0,0
David Raum,GER,DF,Bundesliga,26,31,31,2739,2,8,0,0
David Raya,ESP,GK,Premier League,28,31,31,2790,0,0,0,0
David Soria,ESP,GK,La Liga,31,37,37,3330,0,0,0,0
David Zima,CZE,DF,Serie A,23,5,0,91,0,0,0,0
Davide Bartesaghi,ITA,"DF,MF",Serie A,18,6,0,79,0,0,0,0
Davide Bettella,ITA,MF,Serie A,24,1,0,3,0,0,0,0
Davide Biraschi,ITA,DF,Serie A,29,1,1,90,1,0,0,0
Davide Calabria,ITA,DF,Serie A,27,28,25,2095,0,3,0,0
Davide Faraoni,ITA,DF,Serie A,32,117,74,991,00,11,00,00
Davide Frattesi,ITA,MF,Serie A,24,30,5,838,6,2,0,0
Davide Zappacosta,ITA,DF,Serie A,31,30,22,1777,2,1,0,0
Davie Selke,GER,FW,Bundesliga,29,19,16,1265,6,0,0,0
Davinson Sánchez,COL,DF,Premier League,27,1,0,77,0,0,0,0
Davy Klaassen,NED,MF,Serie A,31,13,1,206,0,0,0,0
Dawid Kownacki,POL,FW,Bundesliga,27,22,3,380,0,0,0,0
Dayot Upamecano,FRA,DF,Bundesliga,25,25,19,1762,1,0,0,0
Dean Henderson,ENG,GK,Premier League,27,17,17,1530,0,0,0,0
Dean Huijsen,ESP,DF,Serie A,19,131,40,522,20,00,00,00
Declan Rice,ENG,MF,Premier League,25,37,36,3135,7,8,0,0
Deiver Machado,COL,DF,Ligue 1,30,18,12,1034,3,0,0,0
Deivid Washington,BRA,"DF,FW",Premier League,18,2,0,13,0,0,0,0
Dejan Kulusevski,SWE,"FW,MF",Premier League,24,35,30,2672,6,3,0,0
Dejan Ljubicic,AUT,"MF,FW",Bundesliga,26,26,24,2048,0,2,0,0
Dejan Lovren,CRO,DF,Ligue 1,34,10,8,718,0,0,0,0
Demba Seck,SEN,MF,Serie A,23,911,53,723,00,00,00,00
Dembo Sylla,GUI,DF,Ligue 1,21,1,0,45,0,0,0,0
Denis Genreau,AUS,"FW,MF",Ligue 1,24,8,5,430,0,0,0,0
Denis Huseinbasic,GER,MF,Bundesliga,22,26,18,1627,0,3,0,0
Denis Petrić,SRB,GK,Ligue 1,35,1,0,24,0,0,0,0
Denis Suárez,ESP,"MF,FW",La Liga,30,4,1,133,0,0,0,0
Denis Thomalla,GER,"MF,FW",Bundesliga,31,21,3,446,0,0,0,0
Denis Zakaria,SUI,"MF,DF",Ligue 1,27,25,24,2137,4,0,0,0
Deniz Undav,GER,"FW,MF",Bundesliga,27,30,23,2089,18,10,0,1
Dennis Geiger,GER,MF,Bundesliga,25,3,0,64,0,0,0,0
Denzel Dumfries,NED,DF,Serie A,28,29,18,1557,3,4,0,0
Destiny Udogie,ITA,DF,Premier League,21,28,28,2391,2,3,0,0
Diadie Samassékou,MLI,MF,La Liga,28,31,00,66,00,00,00,00
Didier Lamkel Zé,CMR,"FW,MF",Ligue 1,27,9,7,550,1,0,0,0
Diego Carlos,BRA,DF,Premier League,31,26,19,1726,0,0,0,0
Diego Coppola,ITA,DF,Serie A,20,22,16,1454,2,0,0,0
Diego Demme,GER,MF,Serie A,32,2,1,73,0,0,0,0
Diego Iturralde,ESP,DF,La Liga,21,1,0,37,0,0,0,0
Diego Llorente,ESP,DF,Serie A,30,28,26,2080,1,1,0,0
Diego López,ESP,"MF,FW",La Liga,22,34,28,2498,3,6,0,0
Diego Mariño,ESP,GK,La Liga,34,1,1,90,0,0,0,0
Diego Moreira,POR,"FW,MF",Ligue 1,19,7,4,270,0,0,0,0
Diego Méndez,ESP,MF,La Liga,20,1,0,5,0,0,0,0
Diego Rico,ESP,DF,La Liga,31,32,28,2535,0,7,0,0
Dilane Bakwa,FRA,"FW,MF",Ligue 1,21,31,25,2177,3,6,0,0
Dimitri Foulquier,FRA,"DF,MF",La Liga,31,31,17,1707,0,0,0,0
Dimitry Bertaud,COD,GK,Ligue 1,25,3,3,270,0,0,0,0
Diogo Dalot,POR,DF,Premier League,25,35,34,3084,1,3,0,0
Diogo Jota,POR,FW,Premier League,27,21,14,1145,10,3,0,0
Diogo Leite,POR,DF,Bundesliga,25,32,31,2702,0,0,0,0
Dion Drena Beljo,CRO,"FW,MF",Bundesliga,22,26,3,581,2,0,0,0
Dion Lopy,SEN,MF,La Liga,22,30,23,1916,0,0,0,0
Dion Moise Sahi,CIV,"MF,FW",Ligue 1,22,18,7,628,3,1,0,0
Divin Mubama,ENG,FW,Premier League,19,5,0,80,0,0,0,0
Divock Origi,BEL,FW,Premier League,29,20,6,606,0,1,0,0
Djaoui Cissé,FRA,MF,Ligue 1,20,2,0,4,0,0,0,0
Djed Spence,ENG,"DF,MF",Serie A,23,14,7,741,0,0,0,0
Djené,TOG,"DF,MF",La Liga,32,32,29,2414,0,0,0,0
Djibril Sow,SUI,MF,La Liga,27,24,18,1460,1,1,0,0
Dodi Lukebakio,BEL,FW,La Liga,26,21,10,963,5,1,0,0
Dodô,BRA,DF,Serie A,25,8,6,433,0,0,0,0
Domagoj Bradarić,CRO,DF,Serie A,24,34,30,2749,0,3,0,0
Domenico Berardi,ITA,FW,Serie A,29,17,17,1431,9,3,5,5
Domingos André Ribeiro Almeida,POR,"FW,MF",La Liga,23,16,11,856,2,1,0,0
Domingos Duarte,POR,DF,La Liga,29,15,11,907,0,0,0,0
Domingos Quina,POR,MF,Serie A,24,2,0,13,0,0,0,0
Dominic Calvert-Lewin,ENG,FW,Premier League,27,31,25,2097,7,2,2,2
Dominic Sadi,ENG,FW,Premier League,20,1,0,1,0,0,0,0
Dominic Solanke,ENG,FW,Premier League,26,37,37,3293,19,3,2,3
Dominik Greif,SVK,GK,La Liga,27,1,1,90,0,0,0,0
Dominik Kohr,GER,"DF,MF",Bundesliga,30,31,27,2184,1,0,0,0
Dominik Szoboszlai,HUN,MF,Premier League,23,32,25,2094,3,2,0,0
Dominique Heintz,GER,DF,Bundesliga,30,12,6,568,0,0,0,0
Donny van de Beek,NED,"MF,FW",Bundesliga,27,81,40,360,00,00,00,00
Donyell Malen,NED,"FW,MF",Bundesliga,25,27,21,1781,13,1,0,0
Douglas,BRA,MF,Ligue 1,27,24,22,1758,0,0,0,0
Douglas Luiz,BRA,MF,Premier League,26,34,34,2903,9,5,4,4
Duje Ćaleta-Car,CRO,DF,Ligue 1,27,23,21,1903,0,0,0,0
Duván Zapata,COL,FW,Serie A,33,342,332,2908,121,40,00,00
Dušan Vlahović,SRB,FW,Serie A,24,31,26,2226,16,4,2,4
Dwight McNeil,ENG,"MF,FW",Premier League,24,34,32,2802,3,6,0,0
Dylan Bronn,TUN,"DF,MF",Serie A,28,4,0,52,0,0,0,0
Désiré Doué,FRA,"MF,FW",Ligue 1,18,30,16,1566,4,4,0,0
Dženan Pejčinović,GER,FW,Bundesliga,19,4,0,37,0,0,0,0
Ebenezer Akinsanmiro,NGA,MF,Serie A,19,1,0,15,0,0,0,0
Eberechi Eze,ENG,"MF,FW",Premier League,25,26,23,1968,9,3,1,1
Edan Diop,FRA,"MF,DF",Ligue 1,19,10,0,163,0,0,0,0
Eddie Nketiah,ENG,FW,Premier League,24,27,10,1082,5,2,0,0
Ederson,BRA,GK,Premier League,30,33,33,2785,0,0,0,0
Edimilson Fernandes,SUI,DF,Bundesliga,28,21,13,1290,0,2,0,0
Edmond Tapsoba,BFA,DF,Bundesliga,25,28,23,2087,0,1,0,0
Edoardo Bove,ITA,MF,Serie A,22,29,16,1600,0,2,0,0
Edoardo Goldaniga,ITA,DF,Serie A,30,13,12,1011,0,0,0,0
Edon Zhegrova,KVX,FW,Ligue 1,25,32,24,2199,6,5,0,0
Edson Álvarez,MEX,MF,Premier League,26,30,28,2357,1,1,0,0
Eduard Sobol,UKR,DF,Ligue 1,29,3,0,25,0,0,0,0
Eduardo Camavinga,FRA,"MF,DF",La Liga,21,29,20,1713,0,2,0,0
El Bilal Touré,MLI,FW,Serie A,22,9,3,359,2,0,0,0
El Chadaille Bitshiabu,FRA,"DF,MF",Bundesliga,19,6,0,34,0,0,0,0
Elayis Tavsan,NED,"MF,FW",Serie A,23,2,0,33,0,0,0,0
Elba Rashani,KVX,"MF,FW",Ligue 1,31,23,13,1085,2,0,0,0
Eldor Shomurodov,UZB,"FW,MF",Serie A,28,21,9,891,3,3,0,0
Eli Junior Kroupi,FRA,FW,Ligue 1,17,29,11,1071,5,3,0,0
Elia Caprile,ITA,GK,Serie A,22,21,21,1890,0,0,0,0
Elias Baum,GER,"DF,MF",Bundesliga,18,4,0,28,0,0,0,0
Eliesse Ben Seghir,MAR,"FW,MF",Ligue 1,19,12,3,352,1,1,0,0
Elif Elmas,MKD,"FW,MF",Serie A,24,1114,42,605,20,00,00,00
Elijah Adebayo,ENG,FW,Premier League,26,26,15,1344,10,0,0,0
Eliot Matazo,BEL,MF,Ligue 1,22,6,0,102,0,1,0,0
Elliot Anderson,SCO,"MF,FW",Premier League,21,20,10,1004,0,2,0,0
Ellyes Skhiri,TUN,MF,Bundesliga,29,27,24,2168,2,2,0,0
Elseid Hysaj,ALB,DF,Serie A,30,20,10,1084,0,0,0,0
Elvis Rexhbeçaj,GER,MF,Bundesliga,26,25,24,1985,2,0,1,1
Elye Wahi,FRA,FW,Ligue 1,21,261,190,1617,80,20,10,10
Emanuel Emegha,NED,FW,Ligue 1,21,27,22,1988,8,1,0,0
Emanuel Vignato,ITA,"MF,FW",Serie A,23,7,3,273,0,1,0,0
Emanuele Valeri,ITA,DF,Serie A,25,14,12,998,0,1,0,0
Emerson,BRA,DF,Premier League,25,21,11,1146,1,0,0,0
Emerson Palmieri,ITA,DF,Premier League,29,35,34,3067,1,2,0,0
Emil Audero,ITA,GK,Serie A,27,3,3,270,0,0,0,0
Emil Bohinen,NOR,MF,Serie A,25,125,70,591,00,00,00,00
Emil Ceide,NOR,"FW,MF",Serie A,22,11,0,176,0,0,0,0
Emil Forsberg,SWE,"MF,FW",Bundesliga,32,14,5,464,2,1,0,1
Emil Holm,SWE,DF,Serie A,24,20,10,829,1,1,0,0
Emil Krafth,SWE,DF,Premier League,29,16,7,823,0,0,0,0
Emile Smith Rowe,ENG,MF,Premier League,23,12,3,331,0,1,0,0
Emiliano Martínez,ARG,GK,Premier League,31,34,34,3015,0,0,0,0
