,Player Name,Nationality,Position,League,Age,Matches,Starts,Minutes,Goals,Assists_x,Penalty_made,Penalty_attempted,Club,Annual wage in EUR,Non-Penalty Goals,Shots Total,Assists_y,Shot-Creating Actions,Passes Attempted,Pass Completion ,Progressive Passes,Progressive Carries,Successful Take-Ons,Touches (Att Pen),Progressive Passes Rec,Tackles,Interceptions,Blocks,Clearances,Aerials Won,Goals Against,Save Percentage,Save% (Penalty Kicks),Clean Sheet Percentage,Touches,Launch %,Goal Kicks,Avg. Length of Goal Kicks,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
106,Alessio Romagnoli,ITA,DF,Serie A,29.0,28,25,2321,0,0,0,0,Lazio,5560000.0,0.03,0.55,0.03,0.43,64.63,0.917,3.01,0.2,0.0,0.72,0.09,0.87,1.01,1.1,4.08,2.43,,,,,,,,,,,
107,Alessio Zerbin,ITA,"DF,FW",Serie A,25.0,19,8,809,0,1,0,0,AC Monza Brianza 1912,330000.0,0.0,1.18,0.11,3.31,36.02,0.763,2.35,2.46,1.71,2.89,7.16,2.57,0.53,1.82,0.43,0.32,,,,,,,,,,,
108,Alex Baena,ESP,"FW,MF",La Liga,22.0,33,32,2517,2,13,0,1,Villarreal,2000000.0,0.12,2.42,0.46,5.22,43.27,0.711,5.72,2.89,0.89,3.64,6.21,1.18,0.58,0.64,0.58,0.29,,,,,,,,,,,
109,Alex Iwobi,NGA,"FW,MF",Premier League,28.0,32,27,2332,5,2,0,0,Fulham,4833857.0,0.19,2.19,0.07,4.27,41.88,0.768,5.76,4.46,1.6,3.16,7.02,1.19,0.71,0.74,0.37,0.3,,,,,,,,,,,
110,Alex Král,CZE,MF,Bundesliga,26.0,24,13,1370,0,0,0,0,Union Berlin,1790000.0,0.05,1.2,0.05,1.65,32.98,0.723,3.3,1.15,0.55,1.3,2.5,1.3,0.8,0.9,1.7,1.1,,,,,,,,,,,
111,Alex Matos,ENG,MF,Premier League,19.0,1,0,1,0,0,0,0,Huddersfield Town,,0.07,0.77,0.0,1.41,26.48,0.771,1.97,0.85,0.56,1.2,0.85,3.03,1.9,1.76,1.34,0.92,,,,,,,,,,,
112,Alex Meret,ITA,GK,Serie A,27.0,30,30,2683,0,0,0,0,Napoli,2780000.0,,,,,,0.0,,,,,,,,,,,1.34,6.58,3.33,1.84,31.46,1.65,5.02,30.6,0.22,1.08,15.8
113,Alex Murphy,IRL,"DF,FW",Premier League,19.0,2,0,13,0,0,0,0,Newcastle United,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
114,Alex Sandro,BRA,DF,Serie A,33.0,15,7,648,0,0,0,0,Juventus,11110000.0,0.0,0.51,0.0,1.65,70.61,0.855,5.45,2.03,0.38,0.89,1.14,1.52,1.77,1.65,2.66,1.39,,,,,,,,,,,
115,Alex Scott,ENG,MF,Premier League,20.0,23,11,1014,1,1,0,0,Bournemouth,2416928.0,0.09,1.36,0.09,3.99,41.42,0.761,4.44,2.18,1.18,2.63,3.17,2.18,1.09,1.27,1.63,1.27,,,,,,,,,,,
116,Alex Sola,ESP,"FW,MF",La Liga,24.0,30,13,1216,0,3,0,0,Alavés,240000.0,0.0,1.92,0.22,4.96,30.86,0.631,3.03,2.89,3.18,3.48,7.62,1.78,0.81,1.26,1.18,1.33,,,,,,,,,,,
117,Alexander Brunst,GER,GK,Bundesliga,28.0,3,3,270,0,0,0,0,Darmstadt 98,380000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
118,Alexander Isak,SWE,FW,Premier League,24.0,30,27,2255,21,2,5,6,Newcastle United,7250785.0,0.52,2.75,0.03,2.62,20.04,0.786,2.91,2.71,1.6,5.13,5.36,0.29,0.16,0.65,0.49,0.49,,,,,,,,,,,
119,Alexander Meyer,GER,GK,Bundesliga,33.0,8,7,695,0,0,0,0,Dortmund,570000.0,,,,,,0.0,,,,,,,,,,,1.15,7.1,0.0,3.75,49.87,2.05,4.47,41.6,0.79,0.8,13.9
120,Alexander Nübel,GER,GK,Bundesliga,27.0,30,30,2700,0,0,0,0,Stuttgart,3500000.0,,,,,,0.0,,,,,,,,,,,1.34,6.85,0.0,3.13,41.69,2.44,4.13,33.9,0.88,1.84,17.1
121,Alexander Schwolow,GER,GK,Bundesliga,31.0,1,1,90,0,0,0,0,Union Berlin,900000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
122,Alexander Sørloth,NOR,FW,La Liga,28.0,33,29,2473,23,6,0,0,Villarreal,3600000.0,0.71,2.71,0.24,2.38,16.73,0.737,1.49,1.85,1.04,5.3,5.63,0.15,0.03,0.42,1.04,2.68,,,,,,,,,,,
123,Alexandre Lacazette,FRA,FW,Ligue 1,32.0,29,27,2293,19,2,2,2,Lyon,6000000.0,0.66,2.66,0.11,2.44,22.24,0.723,2.62,0.84,0.91,5.02,5.93,0.84,0.29,0.84,0.33,0.95,,,,,,,,,,,
124,Alexandre Oukidja,ALG,GK,Ligue 1,35.0,34,34,2987,0,0,0,0,Metz,500000.0,,,,,,0.0,,,,,,,,,,,1.71,7.23,0.0,1.88,33.3,5.72,8.67,58.8,0.8,0.68,10.5
125,Alexis Blin,FRA,MF,Serie A,27.0,30,15,1566,0,2,0,0,Lecce,640000.0,0.0,0.85,0.1,1.8,40.37,0.855,3.3,0.3,0.2,1.1,0.5,1.9,1.2,1.15,1.95,1.6,,,,,,,,,,,
126,Alexis Claude-Maurice,FRA,MF,Ligue 1,25.0,18,4,504,0,0,0,0,Nice,1200000.0,0.35,3.3,0.17,2.61,47.43,0.799,3.47,2.43,3.13,2.95,4.34,2.08,0.87,0.7,1.22,0.52,,,,,,,,,,,
127,Alexis Mac Allister,ARG,MF,Premier League,25.0,33,31,2599,5,5,1,1,Liverpool,9063481.0,0.08,1.38,0.23,3.78,66.92,0.863,6.91,1.52,0.68,1.04,1.8,3.02,1.18,2.31,0.87,0.93,,,,,,,,,,,
128,Alexis Saelemaekers,BEL,"FW,MF",Serie A,24.0,28,20,1790,4,2,0,0,Bologna,,0.19,1.58,0.14,4.17,48.26,0.781,3.69,3.21,2.16,2.44,9.01,1.53,0.62,0.67,0.48,0.34,,,,,,,,,,,
129,Alexis Sánchez,CHI,FW,Serie A,35.0,22,6,728,2,5,1,1,Internazionale,4630000.0,0.14,1.25,0.28,3.48,35.29,0.732,4.52,1.18,1.18,3.55,6.33,0.77,0.21,0.42,0.21,0.84,,,,,,,,,,,
130,Alexsandro Ribeiro,BRA,DF,Ligue 1,24.0,29,24,2220,0,0,0,0,Lille,,0.0,0.62,0.0,0.43,72.58,0.9,3.74,0.58,0.16,1.05,0.35,1.29,1.36,0.97,4.71,1.52,,,,,,,,,,,
131,Alfie Doughty,ENG,DF,Premier League,24.0,37,34,2925,2,8,0,0,Luton Town,453174.0,0.03,0.79,0.25,3.59,52.06,0.667,3.24,2.95,1.02,2.41,5.05,1.94,0.95,1.49,1.33,0.73,,,,,,,,,,,
132,Alfie Gilchrist,ENG,DF,Premier League,20.0,11,2,207,1,0,0,0,Chelsea,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
133,Alfonso Espino,URU,DF,La Liga,32.0,31,29,2507,0,1,0,0,Rayo Vallecano,580000.0,0.0,0.68,0.03,2.07,51.24,0.732,3.99,1.49,0.78,0.97,3.4,2.33,1.49,0.94,2.4,0.68,,,,,,,,,,,
134,Alfonso Pedraza,ESP,DF,La Liga,28.0,19,14,1116,1,3,0,0,Villarreal,2200000.0,0.06,0.63,0.25,2.44,49.22,0.76,2.19,4.38,0.69,1.94,7.51,1.94,1.19,1.13,1.5,0.44,,,,,,,,,,,
135,Alfred Duncan,GHA,MF,Serie A,31.0,29,23,1812,2,5,0,0,Fiorentina,2410000.0,0.09,1.02,0.22,2.83,47.88,0.782,6.24,1.11,0.93,0.8,2.12,1.55,0.44,1.24,0.53,1.19,,,,,,,,,,,
136,Alidu Seidu,GHA,DF,Ligue 1,23.0,25,20,1724,0,1,0,0,Rennes,300000.0,0.0,0.46,0.05,1.19,55.64,0.831,2.75,1.51,0.83,0.14,1.33,2.75,1.88,1.38,2.39,1.33,,,,,,,,,,,
137,Aliou Badara Baldé,SEN,"DF,FW",Ligue 1,21.0,7,0,69,0,0,0,0,Nice,400000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
138,Alisson,BRA,GK,Premier League,31.0,28,28,2520,0,0,0,0,Liverpool,9063481.0,,,,,,0.0,,,,,,,,,,,1.03,7.35,0.0,3.0,44.9,1.47,4.1,33.6,0.47,1.53,18.1
139,Aljoscha Kemlein,GER,MF,Bundesliga,19.0,2,0,29,0,0,0,0,St Pauli,,0.0,0.96,0.19,2.2,35.45,0.792,3.92,1.24,0.1,2.29,3.54,2.2,0.86,0.29,0.38,0.48,,,,,,,,,,,
140,Alois Confais,FRA,"FW,MF",Ligue 1,27.0,2,0,7,0,0,0,0,Le Havre,120000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
141,Alphonse Areola,FRA,GK,Premier League,31.0,31,31,2699,0,0,0,0,West Ham United,7250785.0,,,,,,0.0,,,,,,,,,,,1.73,7.4,3.33,1.43,32.15,4.35,7.34,46.3,0.56,0.27,9.3
142,Alphonso Davies,CAN,DF,Bundesliga,23.0,29,24,2065,2,5,0,0,Bayern Munich,11250000.0,0.07,0.5,0.17,2.85,69.93,0.875,4.73,4.67,2.89,2.35,5.67,2.05,0.97,1.31,1.98,0.54,,,,,,,,,,,
143,Amad Diallo,CIV,"FW,MF",Premier League,21.0,9,3,390,1,1,0,0,Manchester United,1742977.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
144,Amadou Diallo,ENG,MF,Premier League,21.0,1,0,1,0,0,0,0,Newcastle United,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
145,Amadou Haidara,MLI,MF,Bundesliga,26.0,21,19,1526,2,1,0,0,RB Leipzig,3800000.0,0.1,1.29,0.05,2.63,48.42,0.847,5.6,0.5,0.45,0.69,0.69,2.43,1.29,1.64,1.98,1.83,,,,,,,,,,,
146,Amadou Koné,MLI,MF,Ligue 1,19.0,16,4,475,0,0,0,0,Reims,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
147,Amadou Onana,BEL,MF,Premier League,22.0,30,23,2091,2,0,0,0,Everton,6042321.0,0.08,1.28,0.0,2.44,43.88,0.84,4.89,0.95,0.58,1.41,1.82,2.94,1.04,0.99,1.24,2.32,,,,,,,,,,,
148,Amari'i Bell,JAM,DF,Premier League,30.0,21,21,1720,0,0,0,0,Luton Town,604232.0,0.0,0.1,0.0,1.31,43.69,0.772,3.98,1.67,0.52,0.26,0.52,2.62,1.31,1.73,3.14,1.05,,,,,,,,,,,
149,Amath,SEN,"FW,MF",La Liga,27.0,15,3,394,0,0,0,0,Valladolid,420000.0,0.79,2.52,0.32,3.15,28.37,0.744,3.94,3.78,2.05,5.2,7.88,1.26,0.47,1.1,0.32,0.79,,,,,,,,,,,
150,Ameen Al-Dakhil,BEL,DF,Premier League,22.0,13,12,1056,1,0,0,0,Burnley,906348.0,0.09,0.68,0.0,0.68,54.29,0.843,2.98,0.6,0.26,0.85,0.77,1.02,1.02,1.11,3.24,1.19,,,,,,,,,,,
151,Amin Sarr,SWE,"FW,MF",Bundesliga,23.0,17,3,484,0,0,0,0,Wolfsburg,1500000.0,0.0,2.13,0.0,1.42,28.1,0.728,2.49,1.42,0.71,3.38,6.23,0.89,0.36,1.25,0.36,2.85,,,,,,,,,,,
152,Amine Adli,MAR,"FW,MF",Bundesliga,24.0,23,8,898,4,6,0,0,Leverkusen,1140000.0,0.3,3.02,0.35,4.61,45.89,0.807,3.27,2.97,0.99,6.29,12.29,1.54,0.45,1.24,0.45,2.08,,,,,,,,,,,
153,Amine Gouiri,ALG,"FW,MF",Ligue 1,24.0,31,24,2067,7,3,0,0,Rennes,1200000.0,0.45,3.48,0.1,3.62,33.42,0.805,3.8,2.72,1.85,5.57,7.9,1.04,0.59,0.8,0.49,0.77,,,,,,,,,,,
154,Amine Harit,MAR,"FW,MF",Ligue 1,26.0,28,21,1821,1,2,0,0,Marseille,3100000.0,0.03,1.36,0.24,4.07,45.17,0.846,6.4,4.01,1.72,3.08,5.94,1.21,0.54,1.21,0.18,0.39,,,,,,,,,,,
155,Amine Salama,FRA,FW,Ligue 1,23.0,11,2,313,0,0,0,0,Caen,410000.0,0.13,2.78,0.0,2.78,31.14,0.789,2.66,4.18,1.65,3.29,9.49,0.89,0.63,1.01,0.76,0.51,,,,,,,,,,,
156,Amir Richardson,MAR,MF,Ligue 1,22.0,28,14,1352,3,1,0,0,Reims,,0.2,1.16,0.07,1.91,43.91,0.823,4.83,1.91,0.54,1.36,2.66,2.18,0.95,1.7,2.04,1.16,,,,,,,,,,,
157,Amir Rrahmani,KVX,DF,Serie A,30.0,30,30,2600,3,0,0,0,Napoli,3210000.0,0.08,0.76,0.0,1.22,78.36,0.903,4.32,0.76,0.35,1.3,0.14,1.05,0.84,0.81,3.48,2.81,,,,,,,,,,,
158,Amos Pieper,GER,DF,Bundesliga,26.0,7,7,590,0,0,0,0,Werder Bremen,600000.0,0.0,0.61,0.0,0.92,47.59,0.734,3.66,0.46,0.0,1.53,0.46,2.14,1.37,1.83,5.49,3.97,,,,,,,,,,,
159,Anass Zaroury,MAR,"FW,MF",Premier League,23.0,6,1,152,0,0,0,0,Hull City,911708.0,0.26,2.72,0.0,4.01,43.71,0.683,3.23,4.53,1.68,4.01,6.47,1.55,0.65,2.33,0.65,0.39,,,,,,,,,,,
160,Anastasios Douvikas,GRE,FW,La Liga,24.0,31,6,842,6,1,0,0,Celta Vigo,1300000.0,0.66,2.54,0.11,1.99,16.88,0.627,1.32,1.1,0.99,4.63,4.96,1.54,0.22,0.44,0.88,3.53,,,,,,,,,,,
161,Ander Barrenetxea,ESP,"FW,MF",La Liga,22.0,28,19,1360,4,1,0,0,Real Sociedad,1560000.0,0.24,2.54,0.14,3.16,36.25,0.692,2.97,4.17,2.83,5.27,11.32,2.11,0.29,1.01,0.34,0.91,,,,,,,,,,,
162,Ander Guevara,ESP,MF,La Liga,26.0,36,32,2842,1,0,0,0,Alavés,900000.0,0.03,0.51,0.0,2.09,45.54,0.763,5.76,1.68,0.6,0.51,1.14,1.77,0.38,1.05,1.43,1.24,,,,,,,,,,,
163,Ander Herrera,ESP,MF,La Liga,34.0,23,10,1030,0,3,0,0,Athletic Club,3000000.0,0.0,1.15,0.25,2.47,66.04,0.849,8.07,0.82,0.41,1.24,1.4,3.79,1.4,1.65,1.48,1.15,,,,,,,,,,,
164,Andoni Gorosabel,ESP,DF,La Liga,27.0,35,33,2853,1,0,0,0,Alavés,1000000.0,0.03,0.55,0.0,1.87,42.9,0.804,3.56,1.98,0.79,1.28,3.73,1.87,0.9,0.73,2.07,0.76,,,,,,,,,,,
165,Andre Brooks,ENG,"MF,DF",Premier League,20.0,20,12,938,0,0,0,0,Sheffield United,,0.0,0.89,0.0,0.89,25.25,0.745,1.49,1.19,1.19,1.58,2.18,2.18,1.39,1.29,1.88,1.09,,,,,,,,,,,
166,Andre-Frank Zambo Anguissa,CMR,MF,Serie A,28.0,33,31,2696,0,2,0,0,Napoli,3460000.0,0.05,1.31,0.1,2.73,60.41,0.875,5.31,1.49,0.9,2.16,4.33,1.8,1.08,1.29,0.8,1.49,,,,,,,,,,,
167,Andrea Belotti,ITA,FW,Serie A,30.0,27,15,1465,4,2,0,0,Fiorentina,2590000.0,0.31,2.46,0.09,2.68,19.79,0.7,1.19,1.45,0.53,4.44,6.07,1.14,0.18,0.75,0.66,2.99,,,,,,,,,,,
168,Andrea Cambiaso,ITA,"DF,FW",Serie A,24.0,33,27,2327,2,3,0,0,Juventus,1850000.0,0.07,1.11,0.1,2.84,49.11,0.848,2.88,3.15,1.01,2.22,6.45,1.87,0.42,1.07,0.97,0.45,,,,,,,,,,,
169,Andrea Carboni,ITA,DF,Serie A,23.0,21,16,1487,1,0,0,0,AC Monza Brianza 1912,930000.0,0.06,1.09,0.0,1.03,59.07,0.853,2.78,0.79,0.18,1.57,1.33,2.3,1.03,1.39,3.39,1.27,,,,,,,,,,,
170,Andrea Colpani,ITA,"FW,MF",Serie A,25.0,37,35,2612,8,4,0,0,AC Monza Brianza 1912,930000.0,0.31,2.21,0.14,4.01,33.11,0.766,4.04,3.11,0.97,2.87,6.5,0.79,0.48,0.38,0.52,0.28,,,,,,,,,,,
171,Andrea Consigli,ITA,GK,Serie A,37.0,35,35,3150,0,0,0,0,Sassuolo,1850000.0,,,,,,0.0,,,,,,,,,,,1.94,6.12,1.43,0.83,37.86,4.09,6.92,40.7,0.4,0.64,12.3
172,Andrea Petagna,ITA,FW,Serie A,28.0,18,13,995,1,1,0,0,Cagliari,3330000.0,0.16,1.63,0.08,2.49,21.08,0.72,1.17,1.01,0.93,3.27,5.29,0.31,0.08,0.54,0.47,2.33,,,,,,,,,,,
173,Andrea Pinamonti,ITA,FW,Serie A,25.0,37,37,3068,11,1,2,3,Sassuolo,4440000.0,0.25,2.37,0.03,1.75,18.81,0.658,1.41,0.51,0.34,4.29,4.96,0.31,0.03,0.56,1.13,2.2,,,,,,,,,,,
174,Andrea Sodero,ITA,MF,Serie A,19.0,1,0,5,0,0,0,0,Empoli,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
175,Andreas Christensen,DEN,"MF,DF",La Liga,28.0,29,26,1934,2,2,0,0,Barcelona,9000000.0,0.1,0.62,0.07,1.24,70.94,0.941,4.81,1.06,0.14,0.93,0.27,1.24,1.0,0.93,1.85,2.47,,,,,,,,,,,
176,Andreas Hanche-Olsen,NOR,DF,Bundesliga,27.0,15,12,992,1,0,0,0,Mainz 05,1200000.0,0.18,0.45,0.0,0.54,39.1,0.777,1.54,0.09,0.09,0.54,0.0,1.72,0.82,0.91,3.99,2.63,,,,,,,,,,,
177,Andreas Luthe,GER,GK,Bundesliga,37.0,1,1,90,0,0,0,0,Bochum,300000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
178,Andreas Müller,GER,MF,Bundesliga,23.0,11,2,349,0,0,0,0,Darmstadt 98,320000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
179,Andreas Pereira,BRA,MF,Premier League,28.0,37,34,2613,3,7,0,0,Fulham,3021160.0,0.1,1.79,0.24,4.72,44.6,0.704,4.75,1.93,0.65,2.2,4.31,0.86,0.14,0.55,0.41,0.45,,,,,,,,,,,
180,Andrei Ratiu,ROU,"MF,DF",La Liga,25.0,11,5,540,0,0,0,0,Rayo Vallecano,500000.0,0.0,1.06,0.0,1.23,42.97,0.787,2.47,3.87,1.59,2.47,3.35,1.94,0.0,0.53,1.94,1.06,,,,,,,,,,,
181,Andrej Ilic,SRB,FW,Ligue 1,24.0,2,0,9,0,0,0,0,Lille,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
182,Andrej Kramarić,CRO,"FW,MF",Bundesliga,32.0,30,25,2199,15,6,5,5,Hoffenheim,4000000.0,0.31,2.48,0.24,5.19,46.08,0.796,4.64,2.75,0.87,3.93,6.8,0.43,0.43,0.63,0.43,0.39,,,,,,,,,,,
183,Andres Sfait,ROU,DF,Serie A,19.0,1,0,14,0,0,0,0,Salernitana,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
184,Andrew Omobamidele,IRL,DF,Premier League,21.0,11,8,783,0,0,0,0,Nottingham Forest,2114812.0,0.0,0.11,0.0,0.69,35.63,0.874,0.92,0.11,0.0,0.57,0.0,1.15,1.49,1.38,4.83,0.8,,,,,,,,,,,
185,Andrew Robertson,SCO,DF,Premier League,30.0,23,18,1693,3,2,0,0,Liverpool,6042321.0,0.14,0.64,0.09,4.28,84.81,0.816,6.83,3.19,0.18,2.5,5.83,1.82,0.59,0.96,2.14,0.64,,,,,,,,,,,
186,Andrey Santos,BRA,MF,Ligue 1,20.0,12,9,839,1,0,0,0,Strasbourg,,0.12,1.56,0.0,2.52,55.63,0.868,4.69,0.48,0.96,0.84,1.68,3.0,0.84,1.08,1.08,1.44,,,,,,,,,,,
187,Andriy Lunin,UKR,GK,La Liga,25.0,21,21,1890,0,0,0,0,Real Madrid,2810000.0,,,,,,0.0,,,,,,,,,,,0.82,7.96,3.33,4.29,33.56,1.82,5.86,31.7,1.02,0.86,11.0
188,Andros Townsend,ENG,"FW,MF",Premier League,32.0,27,14,1210,1,3,0,0,Luton Town,1208464.0,0.08,1.51,0.23,2.71,32.38,0.702,2.64,3.46,1.13,1.58,5.27,1.58,0.38,0.9,0.75,0.0,,,,,,,,,,,
189,András Schäfer,HUN,MF,Bundesliga,25.0,20,14,1214,1,2,0,0,Union Berlin,1200000.0,0.08,1.56,0.16,2.81,42.03,0.751,4.53,2.81,1.64,2.58,5.39,2.11,1.48,1.88,1.72,1.64,,,,,,,,,,,
190,André Ayew,GHA,FW,Ligue 1,34.0,19,12,1104,5,0,0,0,Le Havre,1500000.0,0.44,2.57,0.0,2.13,22.32,0.738,1.86,1.24,1.33,4.07,5.49,1.33,0.18,0.62,0.89,3.63,,,,,,,,,,,
191,André Ferreira,POR,GK,La Liga,27.0,15,14,1340,0,0,0,0,Valladolid,,,,,,,0.0,,,,,,,,,,,1.95,6.62,0.0,0.0,36.4,3.14,7.39,44.3,0.31,0.87,12.6
192,André Gomes,POR,"FW,MF",Premier League,30.0,12,3,508,1,0,0,0,Everton,6785991.0,0.16,1.25,0.0,2.82,50.33,0.785,6.43,1.57,0.94,1.72,4.7,1.25,0.47,1.72,0.63,0.16,,,,,,,,,,,
193,André Onana,CMR,GK,Premier League,28.0,38,38,3420,0,0,0,0,Manchester United,7250785.0,,,,,,0.0,,,,,,,,,,,1.68,7.23,1.0,2.13,42.77,3.23,4.23,43.9,0.62,0.83,12.6
194,André Silva,POR,FW,La Liga,28.0,18,9,720,3,0,1,1,Real Sociedad,5000000.0,0.11,1.9,0.0,1.56,20.43,0.798,1.12,0.67,1.01,3.46,5.47,0.56,0.11,0.45,0.34,1.67,,,,,,,,,,,
195,Andrés Guardado,MEX,MF,La Liga,37.0,12,4,447,0,0,0,0,León,1400000.0,0.0,0.99,0.0,3.3,64.25,0.856,6.93,0.99,0.88,0.55,0.99,2.64,1.32,0.77,0.88,1.1,,,,,,,,,,,
196,Andy Diouf,FRA,MF,Ligue 1,21.0,25,16,1314,1,0,0,0,Lens,900000.0,0.06,1.76,0.0,3.77,51.0,0.8,5.15,4.27,2.14,1.51,3.64,1.88,0.25,0.94,0.44,0.63,,,,,,,,,,,
197,Andy Logbo,FRA,FW,Ligue 1,20.0,10,2,248,0,0,0,0,Le Havre,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
198,Andy Pelmard,FRA,DF,Ligue 1,24.0,34,33,2989,0,0,0,0,Clermont Foot,450000.0,0.0,0.06,0.0,0.59,50.23,0.847,3.6,1.18,0.19,0.12,0.22,1.55,1.02,1.15,2.83,0.75,,,,,,,,,,,
199,Anel Ahmedhodžić,BIH,DF,Premier League,25.0,31,29,2649,2,0,0,0,Sheffield United,1812696.0,0.07,0.67,0.0,0.88,34.01,0.753,1.44,0.53,0.39,1.16,0.74,2.15,1.2,1.44,4.68,1.76,,,,,,,,,,,
200,Angel Gomes,ENG,MF,Ligue 1,23.0,31,29,2571,0,8,0,0,Lille,710000.0,0.0,1.28,0.28,3.67,60.85,0.894,6.92,1.73,0.76,1.24,2.66,0.86,0.66,0.76,0.97,0.31,,,,,,,,,,,
201,Angeliño,ESP,DF,Serie A,27.0,15,13,1051,0,0,0,0,Roma,2000000.0,0.0,0.26,0.05,2.32,54.06,0.729,3.79,1.05,0.32,0.47,3.58,1.63,1.05,0.95,2.74,1.0,,,,,,,,,,,
202,Angelo Fulgini,FRA,MF,Ligue 1,27.0,29,16,1376,1,2,0,0,Lens,1820000.0,0.15,2.67,0.1,4.79,51.84,0.727,4.79,2.37,1.33,3.16,7.6,1.63,0.54,1.38,0.59,1.53,,,,,,,,,,,
203,Angelo Ogbonna,ITA,DF,Premier League,35.0,11,7,635,0,0,0,0,West Ham United,4229625.0,0.0,0.19,0.0,0.09,38.71,0.851,0.85,0.28,0.09,0.47,0.0,1.23,0.47,1.7,3.5,2.46,,,,,,,,,,,
204,Angelo Stiller,GER,MF,Bundesliga,23.0,32,31,2778,1,5,0,0,Stuttgart,1300000.0,0.03,0.6,0.17,3.8,85.9,0.886,7.54,1.29,0.56,0.93,2.35,1.65,0.93,1.36,1.03,1.12,,,,,,,,,,,
205,Anis Ben Slimane,TUN,MF,Premier League,23.0,15,4,419,0,0,0,0,Sheffield United,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
206,Ansgar Knauff,GER,"MF,DF",Bundesliga,22.0,31,24,2109,7,2,0,0,Eintracht Frankfurt,540000.0,0.31,1.58,0.04,2.55,31.13,0.63,2.37,3.42,1.1,4.43,7.11,1.84,0.79,1.71,0.75,0.92,,,,,,,,,,,
207,Ansu Fati,ESP,"FW,MF",Premier League,21.0,22,3,571,2,0,0,0,Brighton & Hove Albion,2710000.0,0.59,4.19,0.08,3.93,38.6,0.872,4.44,2.6,0.92,6.61,9.88,0.75,0.42,1.26,0.5,0.33,,,,,,,,,,,
208,Antal Yaakobishvili,HUN,DF,La Liga,19.0,1,0,61,0,0,0,0,Girona,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
209,Ante Budimir,CRO,FW,La Liga,32.0,32,28,2378,16,2,3,4,Osasuna,1350000.0,0.56,2.75,0.07,1.53,16.09,0.554,1.53,0.84,0.45,5.5,3.41,0.8,0.21,0.59,0.7,5.75,,,,,,,,,,,
210,Anthony Caci,FRA,DF,Bundesliga,26.0,31,29,2486,2,3,0,0,Mainz 05,1680000.0,0.07,1.06,0.1,2.04,54.42,0.733,5.01,1.5,0.89,1.43,2.52,2.25,1.12,1.6,1.77,1.02,,,,,,,,,,,
211,Anthony Elanga,SWE,"FW,MF",Premier League,22.0,36,25,2433,5,9,0,0,Nottingham Forest,1510580.0,0.19,1.96,0.31,2.53,26.78,0.701,1.88,3.64,1.07,4.6,7.4,1.27,0.31,0.84,0.73,0.61,,,,,,,,,,,
212,Anthony Gordon,ENG,FW,Premier League,23.0,35,34,2890,11,10,1,1,Newcastle United,3625393.0,0.29,2.3,0.26,4.1,31.27,0.763,3.02,3.97,1.51,4.32,7.1,1.77,0.24,0.95,0.26,0.29,,,,,,,,,,,
213,Anthony Jung,GER,DF,Bundesliga,32.0,31,30,2579,1,0,0,0,Werder Bremen,1150000.0,0.0,0.14,0.0,0.87,63.37,0.858,3.77,0.94,0.17,0.24,0.87,1.36,0.84,1.36,3.42,1.43,,,,,,,,,,,
214,Anthony Lopes,POR,GK,Ligue 1,33.0,31,31,2790,0,0,0,0,Lyon,4200000.0,,,,,,0.0,,,,,,,,,,,1.58,7.19,1.67,3.03,36.76,3.29,6.21,33.6,0.78,1.0,13.0
215,Anthony Losilla,FRA,MF,Bundesliga,38.0,31,31,2576,1,2,0,0,Bochum,940000.0,0.03,0.94,0.07,1.44,31.0,0.717,3.49,0.37,0.34,1.91,1.34,2.28,1.04,1.38,1.78,3.06,,,,,,,,,,,
216,Anthony Lozano,HON,FW,La Liga,31.0,19,10,864,3,0,0,0,Almería,700000.0,0.29,2.67,0.1,2.29,16.0,0.69,1.52,1.05,0.76,3.14,3.71,0.76,0.1,0.76,1.14,2.86,,,,,,,,,,,
217,Anthony Martial,FRA,FW,Premier League,28.0,13,5,448,1,0,0,0,Manchester United,15105802.0,0.28,1.39,0.14,2.36,29.63,0.775,2.64,1.81,1.39,3.2,8.21,0.7,0.14,0.83,0.56,1.53,,,,,,,,,,,
