Player Name,Club,Annual wage in EUR,Non-Penalty Goals,Shots Total,Assists,Shot-Creating Actions,Passes Attempted,Pass Completion ,Progressive Passes,Progressive Carries,Successful Take-Ons,Touches (Att Pen),Progressive Passes Rec,Tackles,Interceptions,Blocks,Clearances,Aerials Won,Goals Against,Save Percentage,Save% (Penalty Kicks),Clean Sheet Percentage,Touches,Launch %,Goal Kicks,Avg. Length of Goal Kicks,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Pape Gueye,Marseille,1500000,0.1,1.01,0,1.71,52.91,0.817,5.24,0.81,0.3,0.81,1.71,3.73,1.41,1.81,1.21,1.51,,,,,,,,,,,
Josuha Guilavogui,Mainz 05,1200000,0,0.31,0.15,1.07,58.32,0.877,4.74,0.46,0,0.92,0.15,2.45,2.6,1.99,3.98,1.53,,,,,,,,,,,
Morgan Guilavogui,Lens,850000,0.27,3.07,0,4.27,34.99,0.744,5.47,2.27,0.93,6.68,11.88,2.54,0.53,2,1.07,2.4,,,,,,,,,,,
Frederic Guilbert,Strasbourg,1280000,0.07,0.74,0.03,1.48,53.19,0.766,4.08,1.18,0.74,0.61,2.49,3.2,2.53,1.35,3.3,0.94,,,,,,,,,,,
Hugo Guillamón,Valencia,1920000,0.08,0.23,0,1.79,45.82,0.798,4.36,0.47,0.16,0.39,0.78,1.87,0.86,0.62,1.87,1.09,,,,,,,,,,,
Bruno Guimarães,Newcastle United,9667714,0.16,1.2,0.16,3.86,61.1,0.839,7.43,1.63,1.79,1.88,1.94,2.46,1.02,1.45,0.7,0.45,,,,,,,,,,,
Serhou Guirassy,Stuttgart,2160000,0.9,3.48,0.08,3.52,30.95,0.809,2.35,1.21,0.59,6.18,7.16,0.27,0.23,0.31,1.1,2.7,,,,,,,,,,,
Marc Guiu,Barcelona,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Péter Gulácsi,RB Leipzig,5600000,,,,,,0,,,,,,,,,,,0.75,7.6,,3.13,37.63,1.19,7.44,31.2,0.34,1.06,15.6
Manuel Gulde,Freiburg,480000,0.03,0.4,0,0.77,51.99,0.868,3.39,0.4,0.07,0.6,0.17,1.55,1.08,0.91,3.46,2.02,,,,,,,,,,,
Arda Güler,Real Madrid,5200000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Gerard Gumbau,Granada,650000,0,1.42,0.13,3.09,52.44,0.729,4.79,0.69,0.35,0.5,1.1,1.58,0.82,0.85,1.01,0.69,,,,,,,,,,,
Robert Gumny,Augsburg,250000,0,0.51,0,2.06,36.34,0.712,3.6,1.54,0.86,1.37,3.09,1.03,1.2,2.23,2.57,0.51,,,,,,,,,,,
İlkay Gündoğan,Barcelona,18750000,0.09,1.34,0.28,4.91,71.16,0.862,6.68,2.07,1.04,2.53,3.45,0.92,0.69,0.78,0.51,0.28,,,,,,,,,,,
Christian Günter,Freiburg,1020000,0.14,0.58,0.14,2.38,42.62,0.748,1.88,1.37,0.29,1.01,5.63,1.37,0.14,0.72,1.66,0.43,,,,,,,,,,,
Jon Guridi,Alavés,460000,0.11,1.3,0.14,2.34,28.09,0.775,3.92,1.01,0.47,2.55,3.17,1.3,0.68,0.83,0.68,1.47,,,,,,,,,,,
Gorka Guruzeta,Athletic Club,2080000,0.53,2.55,0.19,2.44,25.55,0.69,2.4,0.83,0.79,4.58,4.43,1.39,0.64,1.43,0.94,2.7,,,,,,,,,,,
Malo Gusto,Chelsea,2719044,0,0.73,0.31,2.75,73.74,0.864,4.47,4.11,0.88,2.55,7.02,2.81,0.88,1.46,2.23,0.42,,,,,,,,,,,
Miguel Gutiérrez,Girona,330000,0.08,0.95,0.16,2.26,55.51,0.859,4.49,2.31,0.95,1.71,5.28,1.01,0.68,0.76,1.99,0.65,,,,,,,,,,,
Albert Guðmundsson,Genoa,1540000,0.31,1.52,0.09,4.31,36.5,0.752,3.63,2.33,1.24,2.05,4.99,0.68,0.34,0.47,0.4,0.09,,,,,,,,,,,
Joško Gvardiol,Manchester City,12084642,0.16,1.03,0.06,2.21,78.33,0.884,5.72,2.46,1,1.93,3.86,1.8,1.06,1.28,1.49,1.18,,,,,,,,,,,
Emmanuel Gyasi,Empoli,1110000,0.05,0.77,0.05,1.4,27.23,0.771,2.04,0.77,0.14,1.72,3.17,1.4,0.23,1.4,1.22,0.72,,,,,,,,,,,
Norbert Gyömbér,Salernitana,1300000,0,0.2,0,0.44,39.47,0.841,2.16,0.2,0.25,0.34,0.1,1.82,1.28,1.57,3.98,1.67,,,,,,,,,,,
Erling Haaland,Manchester City,22658704,0.61,4.14,0.18,2.04,12.8,0.75,1.02,1.2,0.49,6.44,4.62,0.28,0.05,0.38,0.56,1.51,,,,,,,,,,,
Nicolas Haas,FC Luzern,1670000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Janik Haberer,Union Berlin,1080000,0,1.02,0.05,2.04,37.71,0.747,3.54,0.91,0.59,1.34,3.05,2.25,0.8,1.39,1.23,1.61,,,,,,,,,,,
Robin Hack,Mönchengladbach,600000,0.67,2.87,0.13,3,35.05,0.741,3.07,3.34,1.74,4.34,6.88,1,0.93,1.07,1.4,1.07,,,,,,,,,,,
Antwoine Hackford,Burton Albion,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Munir El Haddadi,Las Palmas,1750000,0.15,1.58,0.08,2.3,27.58,0.769,2.86,0.98,0.79,2.56,6.22,1.39,0.41,0.94,0.6,0.75,,,,,,,,,,,
Jaouen Hadjam,Young Boys,250000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ianis Hagi,Alavés,1500000,0,3.17,0.25,6.08,35.24,0.647,3.68,2.03,1.52,2.92,6.85,1.77,0.51,1.01,0.51,1.39,,,,,,,,,,,
Amadou Haidara,RB Leipzig,3800000,0.1,1.29,0.05,2.63,48.42,0.847,5.6,0.5,0.45,0.69,0.69,2.43,1.29,1.64,1.98,1.83,,,,,,,,,,,
Massadio Haïdara,Lens,600000,0,0.64,0.08,1.04,51.42,0.833,4.25,1.6,0.08,1.28,2.65,0.88,1.52,1.12,3.37,1.6,,,,,,,,,,,
Oualid El Hajjam,Le Havre,320000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Achraf Hakimi,Paris Saint-Germain,14550000,0.15,1.77,0.18,4.38,90.3,0.858,9.11,3.69,1.08,2.85,10.55,1.5,0.72,1.14,1.35,0.6,,,,,,,,,,,
Lewis Hall,Newcastle United,,0.09,1.45,0,2.35,60.9,0.81,4.97,1.99,0.99,2.08,3.7,3.25,1.17,1.81,2.35,0.99,,,,,,,,,,,
Sébastien Haller,Dortmund,11000000,0.43,2.29,0.14,3.29,23.9,0.713,2,2,0.86,5.58,6.58,0.43,0.14,1,1.29,3.72,,,,,,,,,,,
Gustavo Hamer,Sheffield United,1812696,0.13,1.5,0.19,3.64,34.53,0.685,4.24,1.15,0.89,1.37,2.68,1.21,0.93,1.02,1.12,0.19,,,,,,,,,,,
Andreas Hanche-Olsen,Mainz 05,1200000,0.18,0.45,0,0.54,39.1,0.777,1.54,0.09,0.09,0.54,0,1.72,0.82,0.91,3.99,2.63,,,,,,,,,,,
Isak Hansen-Aarøen,Werder Bremen,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ridgeciano Haps,Genoa,3210000,0,0.47,0.12,0.82,25.73,0.729,1.51,1.51,0.35,2.1,4.89,0.82,0.7,0.35,1.28,1.16,,,,,,,,,,,
Genki Haraguchi,Stuttgart,1500000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Amine Harit,Marseille,3100000,0.03,1.36,0.24,4.07,45.17,0.846,6.4,4.01,1.72,3.08,5.94,1.21,0.54,1.21,0.18,0.39,,,,,,,,,,,
Luke Harris,Exeter City,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jack Harrison,Everton,5438089,0.15,1.45,0.11,2.63,26.79,0.653,2.78,2.9,1.14,2.36,5.56,1.45,0.46,1.11,0.91,0.38,,,,,,,,,,,
Abdou Harroui,Frosinone,770000,0.18,2.25,0.18,3.06,34.5,0.799,3.06,3.24,1.98,2.34,4.5,1.71,0.36,1.53,0.63,0.9,,,,,,,,,,,
Makoto Hasebe,Eintracht Frankfurt,1400000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Daiki Hashioka,Luton Town,906348,0,0.36,0,1.07,42.77,0.788,3.39,0.53,0.18,0.36,2.85,1.96,1.43,1.78,3.39,1.78,,,,,,,,,,,
Hans Hateboer,Atalanta,1480000,0,0.77,0.07,2.37,49.67,0.823,3.14,1.74,0.42,1.67,5.65,1.05,0.49,1.53,1.81,1.26,,,,,,,,,,,
Pantelis Hatzidiakos,Cagliari,960000,0,0.42,0,0.53,42.58,0.81,3.57,0.32,0.11,0.84,0.74,2.31,1.37,1.47,3.15,0.53,,,,,,,,,,,
Kai Havertz,Arsenal,16918499,0.3,1.91,0.18,3.07,31.79,0.813,3.32,1.68,0.5,5.18,6.09,1.28,0.55,0.91,0.75,3.24,,,,,,,,,,,
Thorgan Hazard,Anderlecht,5000000,0.26,2.3,0.26,4.15,48.83,0.801,4.47,2.94,1.21,4.66,9.13,2.68,0.51,1.28,0.7,0.83,,,,,,,,,,,
Jan Paul van Hecke,Brighton & Hove Albion,1812696,0,0.56,0,1.38,87.84,0.923,6.13,1.01,0.17,0.76,0.28,1.69,1.07,1.86,2.84,2.36,,,,,,,,,,,
Hwang Hee-chan,Wolverhampton Wanderers,4229625,0.49,1.8,0.12,2.17,23.68,0.772,1.6,1.56,1.52,4.34,5.16,0.78,0.41,0.82,0.37,0.29,,,,,,,,,,,
Silvan Hefti,Montpellier,1030000,0,0.49,0,1.1,39.92,0.699,3.06,1.84,0.86,1.1,4.65,2.94,0.98,0.86,1.35,0.61,,,,,,,,,,,
Dominique Heintz,Köln,1000000,0,0.14,0,1.98,62.26,0.814,4.25,1.42,0.42,0.28,2.26,2.12,0.57,0.99,3.54,1.98,,,,,,,,,,,
Dean Henderson,Crystal Palace,6042321,,,,,,0,,,,,,,,,,,1.76,6.55,0,1.76,30.65,4.7,6.18,47,0.13,1,14.2
Liam Henderson,Palermo,1480000,0.07,1.19,0.3,4.16,47.23,0.72,5.57,1.19,0.22,2.3,7.28,1.26,0.59,0.59,1.04,0.67,,,,,,,,,,,
Benjamin Henrichs,RB Leipzig,3800000,0.03,1.18,0.21,3.21,60.21,0.783,4.33,1.79,1.12,2.3,5.48,2.75,1.12,1.73,1.36,0.76,,,,,,,,,,,
Henrique,Lyon,850000,0.15,1.19,0,1.33,59.31,0.878,5.34,2.97,0.3,1.78,4.89,1.48,1.48,1.19,0.44,0.74,,,,,,,,,,,
Luis Henrique,Marseille,890000,0.09,1.1,0,2.89,42.66,0.761,3.82,2.97,1.36,2.38,8.5,1.19,1.1,0.85,0.51,0.09,,,,,,,,,,,
Luiz Henrique,Botafogo (RJ),800000,0.31,2.36,0.31,2.98,25.29,0.776,2.2,1.73,1.73,2.83,7.23,1.1,0.63,0.63,0.63,0.79,,,,,,,,,,,
Matheus Henrique,Sassuolo,570000,0.1,0.72,0.07,2.74,36.11,0.824,3.32,1.64,0.82,0.89,1.68,1.54,0.85,0.62,1.06,0.44,,,,,,,,,,,
Rico Henry,Brentford,2114812,0,0.46,0.15,2.48,39.35,0.803,3.87,3.1,1.24,1.08,2.17,1.39,1.08,1.7,1.86,0.93,,,,,,,,,,,
Thomas Henry,Verona,1030000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christophe Hérelle,Metz,700000,0,0.24,0,0.88,34.83,0.895,2.36,0.06,0.29,0.24,0.06,1.83,1,0.94,3.95,0.88,,,,,,,,,,,
Mario Hermoso,Atlético Madrid,8330000,0.02,0.6,0.05,1.42,71.69,0.858,5.89,1.22,0.52,0.84,1.96,1.37,0.97,0.89,3.4,1.49,,,,,,,,,,,
Javi Hernández,Cádiz,190000,0.04,1.14,0.08,2.17,45.23,0.703,3.35,1.45,0.49,1.07,2.21,1.6,0.65,1.18,2.47,1.03,,,,,,,,,,,
Aridane Hernández,Rayo Vallecano,460000,0,0.28,0.05,0.51,41.37,0.852,1.29,0.09,0.05,0.6,0,0.51,0.87,1.06,5.33,1.7,,,,,,,,,,,
Lucas Hernández,Paris Saint-Germain,19000000,0.07,0.33,0.03,1.15,83.19,0.895,6.38,1.47,0.43,0.79,0.98,2.19,0.98,0.88,1.9,0.98,,,,,,,,,,,
Luis Hernández,Cádiz,630000,0.08,0.08,0,1.58,42.63,0.715,3.57,0.33,0,0.08,0.25,0.83,1.08,0.58,3.66,1.08,,,,,,,,,,,
Theo Hernández,Milan,5130000,0.09,1.55,0.17,3.53,62,0.85,4.92,3.53,1.09,1.94,3.99,1,0.76,0.85,1.7,0.96,,,,,,,,,,,
Yarek Hernandis,Valencia,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jorge Herrando,Osasuna,,0,0.25,0.06,0.25,39.41,0.785,1.91,0.18,0.12,0.55,0.06,1.6,0.92,1.17,3.87,1.48,,,,,,,,,,,
Ander Herrera,Athletic Club,3000000,0,1.15,0.25,2.47,66.04,0.849,8.07,0.82,0.41,1.24,1.4,3.79,1.4,1.65,1.48,1.15,,,,,,,,,,,
Cristian Herrera,Las Palmas,350000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Sergio Herrera,Osasuna,950000,,,,,,0,,,,,,,,,,,1.55,6.3,10,2.81,39.66,5.27,7.06,50.9,0.67,1.31,16.6
Yangel Herrera,Girona,1100000,0.21,2.24,0,1.86,48.73,0.86,3.98,1.24,1.08,2.82,3.11,2.65,1.04,1.2,1.95,2.53,,,,,,,,,,,
Patrick Herrmann,Mönchengladbach,1700000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Juan Herzog,Las Palmas,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Son Heung-min,Tottenham Hotspur,11480410,0.45,2.54,0.3,4,32.75,0.828,4.09,3.5,1.26,6.33,9.59,0.63,0.24,0.12,0.15,0.18,,,,,,,,,,,
Aaron Hickey,Brentford,1812696,0,0.72,0.1,0.83,34.55,0.865,2.48,1.45,0.62,0.93,1.66,1.66,0.31,0.83,1.34,0.21,,,,,,,,,,,
Isak Hien,Atalanta,,0,0.2,0.04,0.44,39.78,0.842,2.5,0.44,0.32,0.44,0.04,1.95,0.95,1.23,3.14,3.3,,,,,,,,,,,
James Hill,Bournemouth,181270,0.07,0.9,0.21,1.39,65.52,0.775,4.78,1.46,0.07,1.18,1.87,2.29,2.01,1.18,4.37,3.54,,,,,,,,,,,
Piero Hincapié,Leverkusen,2080000,0.04,0.99,0.11,1.39,80.98,0.897,5.33,2.12,0.26,1.61,2.48,1.94,1.06,0.95,2.48,1.79,,,,,,,,,,,
Jack Hinshelwood,Brighton & Hove Albion,,0.26,1.22,0,1.48,52.14,0.836,2.09,1.57,0,2.79,4,1.65,1.31,0.61,1.83,0.61,,,,,,,,,,,
Adam Hložek,Leverkusen,1880000,0.39,3.75,0.39,2.96,26.52,0.788,2.86,2.86,0.89,5.13,5.72,1.18,0.39,0.89,0.3,1.28,,,,,,,,,,,
Nicolas Höfler,Freiburg,900000,0.03,0.78,0.03,1.4,47.64,0.861,3.82,0.53,0.47,0.84,0.47,2.43,1.31,1.34,1.62,1.79,,,,,,,,,,,
Jonas Hofmann,Leverkusen,4000000,0.31,2.44,0.35,6.84,64.74,0.809,5.13,2.79,0.7,4.78,9.21,1.01,0.35,0.73,0.35,0.07,,,,,,,,,,,
Philipp Hofmann,Bochum,780000,0.22,2.07,0.11,2.78,24.53,0.62,2.13,0.27,0.49,4.91,4.85,0.6,0.22,0.55,1.36,6.54,,,,,,,,,,,
Lucas Höler,Freiburg,520000,0.17,1.31,0.09,2.64,28.61,0.675,1.99,0.99,0.48,3.75,5.88,1.25,0.45,0.82,1.16,3.1,,,,,,,,,,,
Mason Holgate,Sheffield United,4259198,0,0.39,0,0.77,27.89,0.653,1.94,0,0.13,0.39,0.13,1.42,1.29,1.42,5.04,1.16,,,,,,,,,,,
Fabian Holland,Darmstadt 98,720000,0,0.54,0.1,2.21,45.07,0.783,4.27,0.54,0.39,0.88,2.31,2.31,1.18,1.08,1.42,0.44,,,,,,,,,,,
Benedict Hollerbach,Union Berlin,,0.29,2.15,0,2.94,28.28,0.632,2.73,3.45,2.08,5.31,8.83,1.22,0.29,2.01,0.22,1.36,,,,,,,,,,,
Emil Holm,Atalanta,260000,0.08,1.98,0.08,2.06,45.71,0.675,2.45,2.69,1.74,4.11,6.8,2.53,0.63,2.53,2.14,2.37,,,,,,,,,,,
Gerrit Holtmann,Darmstadt 98,600000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Martin Hongla,Granada,850000,0,0.31,0,1.34,40.74,0.829,4.03,0.57,0.57,0.1,0.62,1.6,0.72,0.72,2.22,0.62,,,,,,,,,,,
Franck Honorat,Mönchengladbach,1250000,0.15,1.14,0.33,5.17,45.55,0.665,3.48,3.66,0.81,2.75,9.34,0.92,0.37,0.84,1.32,0.62,,,,,,,,,,,
Mathias Honsak,Darmstadt 98,330000,0.09,2.08,0.09,1.9,25.39,0.733,1.63,1.99,0.81,3.07,5.33,1.27,0.72,1.27,2.17,1.36,,,,,,,,,,,
Sydney van Hooijdonk,Norwich City,510000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Fraser Hornby,Darmstadt 98,460000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Lukáš Hrádecký,Leverkusen,2600000,,,,,,0,,,,,,,,,,,0.8,7.48,,4.57,28.57,2.14,4.66,35.8,0.92,1.34,17.2
Xabier Huarte Armendáriz,Osasuna,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Timo Hübers,Köln,1130000,0,0.66,0,0.69,57.08,0.846,3.36,0.6,0.19,0.94,0.16,2.04,2.1,1.66,5.24,3.23,,,,,,,,,,,
Callum Hudson-Odoi,Nottingham Forest,4833857,0.41,1.94,0.05,4.02,36.06,0.78,2.7,5.45,2.14,3.77,8.46,0.81,0.31,0.76,0.56,0.1,,,,,,,,,,,
Will Hughes,Crystal Palace,3021160,0.04,0.39,0.04,2.26,40.96,0.834,3.65,0.7,0.39,0.83,0.91,2.83,1.04,1.74,1.26,0.57,,,,,,,,,,,
Dean Huijsen,Roma,,0.34,1.03,0,1.38,82.41,0.874,3.45,0.69,0.17,1.38,2.59,1.72,0.69,1.21,4.66,1.55,,,,,,,,,,,
Mats Hummels,Dortmund,7000000,0.13,0.92,0.03,1.28,71.25,0.88,5.07,0.88,0.33,1.31,0.07,3.37,2,1.77,4.94,2.16,,,,,,,,,,,
Denis Huseinbasic,Köln,240000,0,0.65,0.16,2.16,43.36,0.85,5.12,2,0.59,0.7,1.62,2.05,0.7,1.4,0.75,0.49,,,,,,,,,,,
Elseid Hysaj,Lazio,3700000,0.05,0.11,0,1.66,64.71,0.845,4.6,1.98,0.16,0.53,2.67,1.98,0.91,1.28,1.93,0.86,,,,,,,,,,,
Pierre Højbjerg,Tottenham Hotspur,6042321,0,1.26,0,2.73,96.86,0.871,9.31,1.19,0.84,1.12,2.03,2.17,1.33,1.47,2.1,0.56,,,,,,,,,,,
Rasmus Højlund,Manchester United,5135973,0.5,1.85,0.06,2.16,15.97,0.741,1.1,1.44,0.69,4.14,5.05,0.31,0.06,0.38,0.6,1.16,,,,,,,,,,,
Iago,Augsburg,1000000,0.06,1,0.06,2.41,41.3,0.721,3.05,1.35,1.12,1.94,2.88,1.94,1,2.17,2.53,1.17,,,,,,,,,,,
Pablo Ibáñez,Osasuna,180000,0.08,2.32,0.08,2.24,35.97,0.751,4.88,2.16,0.64,3.6,4.08,1.68,0.72,2,1.44,2.64,,,,,,,,,,,
Arijon Ibrahimović,Frosinone,,0.19,2.28,0.19,2.85,42.72,0.724,4.18,1.9,0.76,3.61,10.25,1.33,0.19,0.76,0.57,0.95,,,,,,,,,,,
Iglesias,Getafe,180000,0,0.91,0.11,1.71,39.14,0.586,2.67,0.97,0.34,0.46,2.79,2.62,0.97,1.37,3.7,0.74,,,,,,,,,,,
Borja Iglesias,Leverkusen,1600000,0.19,2.7,0.13,2.76,23.94,0.775,1.94,0.75,0.44,5.01,5.52,0.38,0.25,0.38,0.31,1.25,,,,,,,,,,,
Igor,Brighton & Hove Albion,2719044,0,0.29,0,1.55,80.69,0.924,5.7,1.85,0.88,0.42,0.63,1.3,0.75,1.05,2.77,1.26,,,,,,,,,,,
Jonathan Ikone,Fiorentina,2180000,0.2,2.29,0.05,2.65,26.15,0.819,3.15,3.05,1.48,4.78,8.8,1.17,0.1,0.66,0.31,0.71,,,,,,,,,,,
Chukwubuikem Ikwuemesi,Salernitana,,0.08,1.87,0.08,1.53,14.17,0.659,0.85,0.93,1.27,4.07,5.94,0.25,0.08,0.08,0.68,2.46,,,,,,,,,,,
Andrej Ilic,Lille,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ivan Ilić,Torino,1540000,0.12,0.95,0.08,3.44,57.13,0.822,6,2.15,0.7,0.95,2.24,1.04,0.7,0.87,1.32,0.83,,,,,,,,,,,
Samuel Iling-Junior,Juventus,640000,0.12,1.16,0.23,3.47,49.97,0.748,3.59,3.35,0.46,2.66,8.79,2.66,0.58,1.62,2.2,1.04,,,,,,,,,,,
Imanol,Athletic Club,210000,0,0.18,0,0.73,59.51,0.822,3.83,2.37,0.73,0.55,2.56,1.28,1.28,1.1,2.37,1.83,,,,,,,,,,,
Joel Imasuen,Werder Bremen,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ciro Immobile,Lazio,7410000,0.22,2.47,0.11,2.55,24.18,0.755,1.83,1.05,0.6,5.92,6.7,0.52,0.22,0.56,0.71,0.75,,,,,,,,,,,
Gino Infantino,Fiorentina,450000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Danny Ings,West Ham United,7552901,0.13,2.71,0.26,4.26,24.63,0.717,1.93,1.16,1.16,5.93,7.09,0.9,0.39,0.77,1.03,0.64,,,,,,,,,,,
Bonke Innocent,Lorient,270000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Tim Iroegbunam,Aston Villa,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Alexander Isak,Newcastle United,7250785,0.52,2.75,0.03,2.62,20.04,0.786,2.91,2.71,1.6,5.13,5.36,0.29,0.16,0.65,0.49,0.49,,,,,,,,,,,
Gustav Isaksen,Lazio,,0.2,2.12,0.14,3.68,28.73,0.684,1.91,3.07,1.57,4.3,8.53,0.27,0.41,0.82,0.34,0.48,,,,,,,,,,,
Isco,Real Betis,6250000,0.24,2.34,0.24,5.87,60.02,0.799,8.28,3.77,2.85,2.89,5.4,1.53,0.41,0.71,0.24,0.61,,,,,,,,,,,
Thomas Isherwood,Darmstadt 98,120000,0,0,0,0.15,39.26,0.831,1.62,0.88,0.15,0.29,0.15,1.62,1.18,1.32,4.71,1.18,,,,,,,,,,,
Ismaily,Lille,1800000,0.04,0.23,0.04,1.13,54.45,0.835,4.05,2.66,0.94,1.35,3.98,2.51,1.13,1.2,2.89,1.5,,,,,,,,,,,
Ardian Ismajli,Empoli,900000,0,0.18,0,0.57,47.4,0.827,2.2,0.35,0,0.75,0.13,1.23,0.92,1.23,5.59,2.64,,,,,,,,,,,
Ko Itakura,Mönchengladbach,1890000,0.16,1.17,0,0.91,54.72,0.88,2.4,0.8,0.27,1.6,0.48,2.03,1.17,1.81,3.47,2.08,,,,,,,,,,,
Hiroki Ito,Stuttgart,2500000,0,0.73,0.08,1.47,82.97,0.877,4.79,1.16,0.27,0.7,1.28,0.73,1.16,1.08,3.25,1.35,,,,,,,,,,,
Junya Ito,Reims,1200000,0.12,1.49,0.22,4.44,37.54,0.655,4.69,4.23,1.9,3.33,9.98,1.06,0.4,0.75,0.22,0.65,,,,,,,,,,,
Diego Iturralde,Sevilla,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Alex Iwobi,Fulham,4833857,0.19,2.19,0.07,4.27,41.88,0.768,5.76,4.46,1.6,3.16,7.02,1.19,0.71,0.74,0.37,0.3,,,,,,,,,,,
Armando Izzo,AC Monza Brianza 1912,3150000,0,0.31,0,0.98,67.36,0.919,2.93,0.77,0.21,0.93,0.57,1.54,1.44,1.03,2.62,0.82,,,,,,,,,,,
Nicolas Jackson,Chelsea,3927509,0.5,2.38,0.21,3.02,21.41,0.779,2.11,2.29,1.64,4.87,6.28,0.76,0.12,0.65,0.5,1.09,,,,,,,,,,,
Jérémy Jacquet,Clermont Foot,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Lee Jae-sung,Mainz 05,1890000,0.25,1.65,0.17,2.96,33.6,0.781,3.5,1.14,0.68,3.88,5.32,1.52,1.18,0.93,1.01,1.31,,,,,,,,,,,
Paul Jaeckel,Union Berlin,420000,0,0,0,0.56,46.78,0.864,4.68,0.75,0.75,0.37,0.56,1.87,2.06,1.5,2.99,1.68,,,,,,,,,,,
Filip Jagiełło,Spezia,1110000,0.15,1.17,0.15,4.52,55.58,0.766,7.73,2.48,0.44,2.48,5.69,1.75,0,0.73,0.88,0.73,,,,,,,,,,,
Kristijan Jakić,Augsburg,1040000,0.14,1.01,0.07,1.58,44.17,0.796,4.82,1.01,0.43,1.01,1.37,2.23,1.58,1.01,1.22,1.3,,,,,,,,,,,
Ismail Jakobs,Monaco,650000,0.05,1.26,0.11,3.06,52.44,0.706,3.44,2.62,0.55,2.9,7.98,3.34,0.77,1.15,2.52,2.62,,,,,,,,,,,
Ablie Jallow,Metz,360000,0.2,1.67,0.2,2.94,31.18,0.78,4.12,2.84,1.57,1.47,5.2,0.78,0.78,0.39,0.29,0.49,,,,,,,,,,,
Reece James,Chelsea,15105802,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Vitaly Janelt,Brentford,1812696,0,0.65,0.09,2.33,40.52,0.781,3.47,0.71,0.23,2.11,2.25,1.82,1.08,1.03,1.82,0.97,,,,,,,,,,,
Jakub Jankto,Cagliari,1850000,0.1,1.24,0.21,2.37,26.11,0.636,2.68,1.24,0.1,2.17,4.95,1.24,0.52,0.52,2.06,0.31,,,,,,,,,,,
Tony Jantschke,Mönchengladbach,1500000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Adnan Januzaj,Sevilla,3200000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Mikel Jauregizar,Athletic Club,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Luis Javier Suárez,Almería,1500000,0.31,3.45,0.1,2.51,18.92,0.757,1.78,2.82,0.94,5.12,5.12,0.63,0,1.05,1.25,1.25,,,,,,,,,,,
Danley Jean-Jacques,Metz,,0,1.08,0,1.67,25.43,0.769,2.88,1.14,0.49,0.87,1.8,1.77,1.53,1.67,1.49,0.76,,,,,,,,,,,
Salim El Jebari,Atlético Madrid,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jeffinho,Botafogo (RJ),,0.2,2.56,0.2,3.15,27.77,0.73,3.15,1.58,2.56,3.94,6.3,1.18,0.39,0.2,0,0.39,,,,,,,,,,,
Fredrik Jensen,Augsburg,560000,0.13,0.94,0.27,3.36,32.02,0.609,3.09,1.48,0.34,2.62,6.05,1.55,0.81,2.02,1.41,1.61,,,,,,,,,,,
Mathias Jensen,Brentford,3021160,0.12,0.65,0.12,3.58,49.68,0.729,5.05,0.77,0.69,0.81,2.69,2.2,0.85,1.71,1.02,0.24,,,,,,,,,,,
Moritz Jenz,Wolfsburg,1400000,0,0.44,0.05,0.64,54.73,0.872,2.41,0.1,0.05,0.44,0.2,1.72,1.33,1.47,4.86,2.41,,,,,,,,,,,
Gabriel Jesus,Arsenal,16012151,0.39,3.25,0.39,3.29,30.5,0.793,2.46,2.19,2.02,8.43,9.43,1.54,0.61,1.45,0.79,1.23,,,,,,,,,,,
